スレ数,ID,コメント,投稿時刻
46,ID:2KPzCZ090,更新はされてたな  サイトが,2019/02/28 22:24:36
47,ID:zpmr7Anb0,んなぁ  更新あったかどうかはレス数でなんとなく察することができるんだぜ,2019/02/28 22:36:56
48,ID:XGkDqr170,じゃあいっぱいレスすれば更新くる？,2019/02/28 22:38:26
49,ID:qzVqRaMUd,他に何の更新を楽しみに待てばええんや  俺はpornhubの新着しか見るもんねーぞ,2019/02/28 22:42:06
50,ID:mBNTK1aZ0,30日まで後少しだな楽しみ,2019/02/28 22:43:44
51,ID:wpD7pvN1r,レス増えてるから更新かと思って来てみたらドシガタトークだった、というレスはわりとよくみるそす,2019/02/28 22:57:02
52,ID:cuoyUxeR0,ナナチ「んなあ～どうしたポンコツ～ もう降参か？」←それなりに強い   レグ「度し難い！度し難いぞナナチ！だがまだまだ！おかみさん！ ナナチのおちち一丁！」←弱い   リコ「レグ、そんなお酒ないよ･･･」←ざる   ムーギィ「コンぼぅす！」つ旦   リコ「あるんかい！」   レグ「ふおおおおお！」   まああ「まああ！(それは私がケツ毛の半分を永久に還元し対価とした精力剤だ)」←逆に冴える   レグ「ナナチーー前から嗅ぎたかったんだ君の鼻と口の間の香りを今ーーっ！！！」   ナナチ「な、んなぁめろ～！！それちゅーだから！ちゅーだ･･ん･･･んな」   レグ「ふうぅぅぅ～、やはりナナチは香ばしいぜっ！！！」   ナナチ「うぉい！ポンコツぅっ！もっと他に感想はないのかよ！」   イルブルの酒場は今日もにぎやか･･･,2019/02/28 23:23:50
53,ID:OGh4CJJJ0,貯金箱  https://pbs.twimg.com/media/D0fpwYJUcAIFkbw.jpg,2019/02/28 23:45:00
54,ID:zpmr7Anb0,ほしい。声聞きたさについつい入れちゃうね！,2019/02/28 23:56:14
55,ID:sm5x5EAQ0,ボ卿の嫌いなところ   運び損ないの祈手の娘の【里親】になる。  その子に【プルシュカ（夜明けの花）】と名付け、たかいたかーいする。  【パパ】と呼ばせる。  【両手で優しく抱き抱えてきた】小動物をプルシュカに与え、情操教育を施す。  前線基地内では【自由】な子育て。  研究の手伝い等では【拍手】して褒める。  【パパ棒】を教える。  娘を【肩車】して散歩をする。  娘の頭を【優しく撫でる。】  教育の結果、【祈手になれなかった探窟家】を気遣うほどに娘を育て上げる。   これまでに研究で【使った】子供の名前を、恐らくは全員分覚えている。  その子供達の【将来の夢】までをも記憶に留めている。,2019/03/01 0:03:27
56,ID:gf8oDCbQa,「『枢機へ還す光』ッ！！」,2019/03/01 0:06:55
57,ID:Sd/Cgm9S0,今日本屋に行ったらこんなのが置かれてた  https://i.imgur.com/nntiMu6g.jpg  リコさんェ…   >>54  貯金箱でなくボ金箱では？,2019/03/01 0:07:02
58,ID:oa/pvGQw0,誰が上手いこと言えと,2019/03/01 0:12:41
59,ID:hptr2oKi0,ボ卿が人を人として扱ったことがあるのかと,2019/03/01 0:22:38
60,ID:w7OgvUmG0,あれらは人間として～だから人間扱いしてる人もいるはずだよ  というかその会話相手は人間扱いしてるよね,2019/03/01 0:24:06
61,ID:4c4ScvOt0,プルシュカのパパモードはちゃんとしてたろ見かけだけ,2019/03/01 1:17:48
62,ID:IhZN0VcV0,メイニャは何もんなんだ?,2019/03/01 1:19:34
63,ID:FV8B3bfB0,メイニャくちゃい,2019/03/01 2:07:18
64,ID:zXpNphM70,>>56  ＞【パパ棒】を教える。  おい！…お巡りさんコイツです！！,2019/03/01 3:03:55
65,ID:0oY7jdWf0,配信やってる,2019/03/01 5:41:30
66,ID:eSq3syDzd,こんな朝っぱらから配信ってことは  もう佳境なのかな？トーカ前更新ある？,2019/03/01 7:22:30
67,ID:bFnvARUs0,>>54  オナホの穴に見えた,2019/03/01 8:05:18
68,ID:BGikERSpa,気持ち良きオナホルド,2019/03/01 8:18:37
69,ID:HUBdRR9Qa,>>62   ちゃんと愛情そそいでただろ！他の孤児にもな！,2019/03/01 9:02:33
70,ID:781Za3+dd,ナナチへの愛情には勝りませんが,2019/03/01 11:26:54
71,ID:FceDViKW0,>>67  んなぁぁ。つくし卿…現実逃避しちゃったんだな,2019/03/01 11:27:34
72,ID:n/IY+0yea,北極ブラック食ったら尻がからいんだが？,2019/03/01 12:00:23
73,ID:94LSWKAQ0,尻から食べれば口がからくなるからそうしなよ,2019/03/01 12:32:02
74,ID:xGsy92kv0,最近読んでた無料漫画の作者が2月に急死したらしい  つくし卿には死んでもらっては困る,2019/03/01 13:21:23
75,ID:xGsy92kv0,>>54  >>68   ファプタの貯金箱もつくろうぜ,2019/03/01 13:22:36
76,ID:19PMG60Gd,>>54  2000円貯まるごとに教えてくれそう,2019/03/01 13:50:07
77,ID:2hjxvWfa0,恵まれない子供達、なんとかしたいですよねぇ,2019/03/01 14:23:50
78,ID:yJV7vwhx0,恵まれない子供たちに衣食住と仕事を与えてくれる聖人ですよ,2019/03/01 14:59:40
79,ID:6L6/R/bw0,つくし卿は中国では土&#31508;卿って言うんだな  また一つ賢くなってしまった,2019/03/01 15:45:31
80,ID:p2rWePF40,土筆卿,2019/03/01 15:56:59
81,ID:6L6/R/bw0,文字化けしてるじゃん！  正しくは竹冠に毛です,2019/03/01 16:08:10
82,ID:eOoNGIXC0,竹冠に毛卿,2019/03/01 16:21:08
83,ID:p2rWePF40,竹冠に毛の文字はちょうど日本語の筆に当たるんだな  1名詞 〔‘枝・管’＋〕（ペン・ボールペン・チョーク,2019/03/01 16:27:19
84,ID:+RJaJK5ua,筆よりそれっぽい漢字だな  しかし中国でも愛称で呼ばれていたとは,2019/03/01 16:40:41
85,ID:Wd1GTbE3d,土竜卿,2019/03/01 16:40:45
86,ID:YpHnQdSe0,竹書房に毛,2019/03/01 17:10:01
87,ID:J1VnIW6N0,おいっ！更新だ！更新してるぞ！    コミックガンマが！！   なんか読み辛くなってる！！！,2019/03/01 18:58:13
88,ID:7dZ8A4Zsp,最初わかりにくいが、まあ、慣れだな,2019/03/01 19:18:58
89,ID:MGo9WoEZa,ガンマも成れ果てたのか,2019/03/01 19:20:04
90,ID:ZA/14vxw0,>>86  モゲラ卿だな,2019/03/01 20:21:44
91,ID:5sjER5J30,前のコミックガンマのレイアウトだとトップにレグやナナチの立ち絵があったのに  あんまり更新が滞ってるから撤去されてしまった・・・,2019/03/01 21:13:17
92,ID:J1VnIW6N0,>>92  下にスクロールしてみ,2019/03/01 21:42:50
93,ID:khF96LgAa,50話の公開が2月10日になってるけどなんなんだろうね  リピート公開分は3月10日となってるから併せて更新かな,2019/03/01 22:26:30
94,ID:7ggHY6Y+0,つくしって　なんか春ごろだっけ　そのころに生えてくる食える植物だよな  ナニをおもってつくしあきひと氏はそのような名前にしたのだろう,2019/03/01 23:38:27
95,ID:78xLoS8I0,つくしんぼでしょ,2019/03/02 0:01:41
96,ID:SYSYGoTA0,究極のナナチvs至高のナナチ,2019/03/02 0:05:49
97,ID:pRd+4Uha0,選ばれたのは、ナナチでした,2019/03/02 0:07:03
98,ID:YcZD/l7z0,明後日またここに来てください。本物のナナチをお見せしますよ,2019/03/02 0:22:18
99,ID:trRQDC140,メイドインアビスの効果音で打線組んでみた   １：タフッタフッ  ２：  ３：かぼぷ  ４：ン゛ボップ  ５：  ６：  ７：  ８：  ９：   あとはまかせた,2019/03/02 0:27:54
100,ID:tvI5vkTa0,いえぷ,2019/03/02 0:34:13
101,ID:78xLoS8I0,NNAA!,2019/03/02 0:41:40
102,ID:F4kGdNBG0,ドシガタ  もむ  もふぁ,2019/03/02 0:41:49
103,ID:yl2EqI23a,ドシガタとンナァァーも追加で,2019/03/02 0:43:57
104,ID:iTyiyW9B0,ナナチがキャスカみたいになってるよな,2019/03/02 0:45:40
105,ID:8UJ6q/Gv0,くぷも  が無いなんて,2019/03/02 0:46:09
106,ID:cJmoi3Nl0,>>85  土筆卿で検索すると出てくる中国人のブログとかで言われてるよ  毛の方で検索すれば中国語のつくし卿のwikipediaや萌娘百科が出てくる,2019/03/02 1:07:48
107,ID:8Esz6nXyr,最後に更新見たのいつだっけ…もう半年くらい待ってる気がする…,2019/03/02 2:22:22
108,ID:tBSRyxF10,ナナチって逆脚だっけ？,2019/03/02 6:32:06
109,ID:39bBAoXaH,次の更新はページが倍近くあるっぽい？,2019/03/02 6:34:17
110,ID:M+AkfMRap,大人は辛かったか,2019/03/02 6:35:29
111,ID:A4RBfrlC0,ヴエコは大人カウントなのか  子供ではないだろうけど,2019/03/02 7:01:57
112,ID:9Ud9QNa+d,イルブルから出ると同時に溶け始めるまああ！  まああ「まっ！？まあああああぁぁぁぁ」  リコさん「まああさん！まああさんがこぼれちゃう！まああ！まああ死んじゃいや！」  唐突にあれを取り出し装着するまああガッチューイーン  まああ「･･･申し遅れました。私の名前はまああ。アビス信仰の創始者にして伝道者。  神秘卿、と人は呼びまあ」,2019/03/02 7:10:10
113,ID:1lEnMzrf0,皆が待ちわびてるタイミングでお知らせのツイートをするとは  毎度のことながらつくし卿は心得ているな,2019/03/02 7:35:21
114,ID:9xvH889G0,>>113  肉バイブだけ残ってそれをレグの右手に装着するに違いないよ  ファプタの腕も一本足りないから丁度いいな,2019/03/02 7:52:15
115,ID:hzEyIz72a,みんな・・・2月は更新がなかった・・  この中で成れ果て、もしくは確実な死にまで至った者も多いと思う。   しかし、３月は二倍量読める！！  これで二月分と差し引きゼロだよね！？  ね！？  更新のペースは守ってるよね！？  えらいぞ！つくし！   https://twitter.com/tukushiA/status/1101593325029605376?s=19  https://twitter.com/5chan_nel (5ch newer account),2019/03/02 7:52:51
116,ID:9Ud9QNa+d,原稿2倍量か  2倍量なら仕方がないな  それにしてもこの嵐の前の静けさな感じ  ミーティ事変やボ卿バトルラストと似てる･･･,2019/03/02 7:54:10
117,ID:9Ud9QNa+d,>>115  あの腕はまああだから許されるんや  レグやファプタだと何か子供にいたずらされたファギアみたいになってまうやんw,2019/03/02 7:58:44
118,ID:zXa1kj0Z0,そもそも年末が怒涛の1月に2話更新だったしな  週刊誌で言うと合併号が2連続で来る感じだ  しかし確実にドシガタ展開になる今の話を楽しんで描けてるようで何よりです,2019/03/02 7:59:37
119,ID:BU/tZK3cd,描くのが大人ばかりで辛い  この反動がどこで出るのか期待,2019/03/02 8:19:56
120,ID:FWmRGU5Ed,なんかもうさらなる地獄を見るしかない訳だし  いっそベラフには下半身も口も塞がっているからって勝手に目の粘膜にスープを流し込まれて  ほぼなれはててんのに中途半端に自我がある状態で固定されるぐらいの生き地獄になっていて欲しい,2019/03/02 8:21:22
121,ID:E4ymR6YS0,2倍なら時間掛かるのも仕方ないな  楽しみすぎる,2019/03/02 9:08:37
122,ID:uKg5XmYba,(文字数が)2倍です,2019/03/02 9:30:57
123,ID:pRd+4Uha0,楽しみと同時にMAX度し難なの分かっててこわい,2019/03/02 9:36:22
124,ID:8Esz6nXyr,>>123  ハンター×ハンターかな？,2019/03/02 9:37:53
125,ID:hzEyIz72a,配信開始,2019/03/02 9:52:17
126,ID:Tg48sEgO0,>>121  アイアムヒーローの井浦かな  「人は瞳の輝きにこそ美しさがあるぅうえあああ～」(目ん玉ﾎｼﾞﾎｼﾞ),2019/03/02 9:58:38
127,ID:FHuhY6Hb0,頑張って！つくし卿！,2019/03/02 10:04:05
128,ID:QCbe19fb0,ギルフォードザライトニングがなんちゃら！,2019/03/02 10:06:42
129,ID:JlAeLKXD0,何となく、ボ卿が「おお、今日のペンの滑りは素晴らしいですねー」と呟きつつ、  カプセルを次々にイジェクトしながら漫画を描いている様な気がしてきた・・・。,2019/03/02 10:14:52
130,ID:Tg48sEgO0,つくし卿のニコ生数年ぶりに見たけど  相変わらずダベりながらでこの作画スピードぱねえな  つい最近キャラに感情移入しすぎて体調不良に陥る新人漫画家のエピ漫画がバズってるのツイで見て漫画家は大変だなあと思ってたけど  つくし卿はエグい展開を鼻歌まじりに楽しみながらやってるようで何より,2019/03/02 10:17:20
131,ID:/xKPV44YM,ナナチクビ,2019/03/02 11:16:07
132,ID:FHuhY6Hb0,ナナチンチン,2019/03/02 11:35:17
133,ID:W9w3wz070,ミー茶,2019/03/02 11:37:23
134,ID:s4BDXNa3a,リコ汁を出してるアビスカフェなら当然イルミューイ汁を出すよね,2019/03/02 11:44:52
135,ID:Q8rNhxVWM,次もリコナナチは出てきそうにないな,2019/03/02 11:52:29
136,ID:CCVjA6yrp,はよ最新話公開しろ豚野郎,2019/03/02 12:10:33
137,ID:SYSYGoTA0,回想中にワイプで出演するかもしれない,2019/03/02 12:11:07
138,ID:Hvef5HvE0,劇場版のDVDの情報ってもう出た？  ある事情で映画見に行けなかったから早く見たい…,2019/03/02 12:15:00
139,ID:9xvH889G0,>>118  リコさんの動かなくなった左手の代わりに付ければwin-winやで  うぃ～んうぃ～んヴヴヴヴ,2019/03/02 12:15:54
140,ID:9Ud9QNa+d,ナナチ「おいポンコツ～、度し難いって言ってみろよ～」   レグ「度し難い！」   ファプタ「レグこんなところで出すそすか？」   レグ「？」   ファプタ「レグはいつもフィニッシュの時はそう言ってたそす」   ナナチ「！？」「！！？」   ファプタ「そう、『そす子ぉ～そす子ぉ～・・・そすそす度し難い！』と・・・そす」   リコサン「ファプタ、それじゃ昭和の日活ロマンポルノよ」,2019/03/02 13:30:13
141,ID:o302vjpS0,遅れたのはインフル罹った影響もありそうだからな  1週間以上はあれでずれ込んだろうし,2019/03/02 14:14:10
142,ID:Tg48sEgO0,>>141  イルブルのバザールで交換したびでおてーぷで研究したから間違いないそす  度し難いそす！,2019/03/02 14:24:00
143,ID:Ti0WofKqd,次回予告  プロジェクトX ～イルブルの開拓者～,2019/03/02 14:27:05
144,ID:iNQdBYbO0,男達は貪った,2019/03/02 14:30:47
145,ID:zrznBfXwr,やめろwww,2019/03/02 14:38:26
146,ID:c7je9IcSd,>>143  パターンとして  『ドシガタドシガタドシガタドシガタドシガタドシガタドシガタドシガタ･･･ド･･････シ･･･ガタッ･･･  ふう、もうすぐシュウデンじゃないか？』  もあるそす,2019/03/02 14:41:59
147,ID:+EjQKpDda,ちんちん電車,2019/03/02 14:44:35
148,ID:QA1lVxrC0,>>141  なんでリコさんは昭和の日活ロマンポルノを知ってんだよｗｗｗ,2019/03/02 14:45:38
149,ID:YAMSH23B0,ファプタとレグはやっぱりそういうアレだったんだろうか,2019/03/02 15:53:58
150,ID:SYSYGoTA0,ちんちんの匂いを完全に記憶しているただの知り合いかもしれない,2019/03/02 16:35:14
151,ID:jvDSkRc20,御茶ノ水博士とアトムだと思う古い,2019/03/02 16:41:24
152,ID:8UPYmMeP0,>>151  やっぱりセフレじゃないか…,2019/03/02 16:57:27
153,ID:o302vjpS0,犬はお互いのケツの匂いかいで判るっていうし,2019/03/02 17:12:24
154,ID:DGWS22c60,合法的に少年のちんちんの匂いを嗅ぐ方法,2019/03/02 17:50:16
155,ID:bl3C5Dd90,まず子供を産みます,2019/03/02 17:50:54
156,ID:7idyPXoHd,少年だったあの頃に思いを馳せながら自分の股間に頭を埋めるのです,2019/03/02 17:56:33
157,ID:3L/DSBQJ0,どわーダメだー！ドシガタリ供が大発生してるぞ！！,2019/03/02 18:12:11
158,ID:ZyZ+2Mhoa,今日研修受けてきたら「いかに患者に価値を感じてもらうか、患者にとって価値があることを提供することが大事」ってことを繰り返し言われて  ずっと頭の中イルぶるって頭に入ってこなかったわ,2019/03/02 18:35:15
159,ID:jvDSkRc20,価値って社会の仕組みだから,2019/03/02 18:37:53
160,ID:7vtT8PaV0,ものづくりだってそうだ  価値こそ基本にして究極の要素,2019/03/02 18:49:36
161,ID:smGQB2/m0,立派なカートリッジ作成補助&#64091;者になってくださいね,2019/03/02 18:54:06
162,ID:eLx3kgV+d,一昨日28日だったから今日が30日のはずなんだけど…&#129300;,2019/03/02 18:57:22
163,ID:c7je9IcSd,>>149  転生前は40代のおっさんだったのだ,2019/03/02 19:12:00
164,ID:qtAnL0dzM,アビス！続き持って来い！ アビーーーース！,2019/03/02 19:17:28
165,ID:11vKGW+F0,こんなにボーダー上げて良いのか？期待するぞ,2019/03/02 19:19:07
166,ID:hu9NH66P0,次で村の成立全部描くのかね,2019/03/02 19:20:38
167,ID:AskKvIc70,面白くなかった事があったかね,2019/03/02 19:25:33
168,ID:QA1lVxrC0,2月中に出すつもりが間に合わなかったって言うくらいだから10日には出るんでしょう多分,2019/03/02 19:25:37
169,ID:S1/XAN4p0,つくし卿がツイッターに浮上したことに安心感を覚える,2019/03/02 19:26:03
170,ID:smGQB2/m0,つくし乱獲してくる,2019/03/02 19:31:17
171,ID:z/6pPOLF0,今日はつくしのおひたしよ,2019/03/02 19:35:48
172,ID:8UPYmMeP0,つくし卿のつくしのお浸し,2019/03/02 19:53:26
173,ID:Uo88ecWi0,シャァァァァン,2019/03/02 19:54:10
174,ID:4oiLn+IJ0,このスレはもうダメだ  一度焼き払ってしまおう(｜),2019/03/02 20:05:35
175,ID:zg5vZ99C0,村にいい人もいるから全滅はしないで欲しいなあ  あのおかみさんと6巻の最初に出てる辛いもの振る舞うおかみさんって同じじゃないよね？,2019/03/02 20:40:30
176,ID:zXa1kj0Z0,>>176  それ若かりし頃のラフィーさんやろ,2019/03/02 20:58:03
177,ID:S6qtQ4LMa,モノクロだから勝手に色彩を脳内補完していたけど7巻表紙だと予想外の色で驚いたな  おかみさんが緑色とかまああさんがビビットな濃ピンクとかフルカラー版が出たら目をやられそう,2019/03/02 21:16:08
