スレ数,ID,コメント,投稿時刻
10,ID:I4gX2iRdd,ほすほす,2018/12/04 10:34:29
11,ID:I4gX2iRdd,これ20までやらないと落ちるんじゃないのか？,2018/12/04 10:34:55
12,ID:etafbJAFa,ほしゅほしゅ,2018/12/04 10:39:05
13,ID:etafbJAFa,んぁー,2018/12/04 10:39:45
14,ID:DNm/mIW/0,20なんだ？   前スレでボの年齢が出てたけど10年くらい前に頭角を表した黎明卿だったと思うので30~40代じゃないかと思ってる,2018/12/04 10:41:38
15,ID:xQkCFXf70,今月中に更新があるというだけで耐えられる  おそらく20日だろうし,2018/12/04 10:41:50
16,ID:clXdXpjgK,おつそす,2018/12/04 10:43:35
17,ID:gSPpdXZAr,今更新が見つかるなら全部亡くしてもWeekly！,2018/12/04 10:46:54
18,ID:CUDWS43ed,んなあなあなあ！,2018/12/04 10:51:46
19,ID:etafbJAFa,今後ボ卿の真意が分かってもサイコ過ぎる行動は受け入れられないメァー,2018/12/04 10:55:13
20,ID:OYSfE7CD0,ニーン,2018/12/04 10:56:26
21,ID:OYSfE7CD0,これよく出ると思うけど  サイコ過ぎる行動はゾアホの影響では？  でないとゾアホの「使い手は発狂する」って設定が活かされてないことになっちゃう,2018/12/04 11:02:22
22,ID:n6lWcqTpr,言うほどサイコか？  人体実験程度だし,2018/12/04 11:05:58
23,ID:Mj8I6QlgM,あーだめだめ  これはゾアホられてますね,2018/12/04 11:10:22
24,ID:2juwBwj50,人体実験「程度」,2018/12/04 11:12:22
25,ID:Tp9vIlaJd,>>22  サイコが先にないとゾアホに耐え切れる人間にはならない！,2018/12/04 11:12:45
26,ID:KMZZqhaup,ナナチが街に引き上げられたら  ナニされるんだろうか,2018/12/04 11:14:20
27,ID:n6lWcqTpr,ゾアホにかかる条件とか情報あったっけ？   ナナチの視覚が見えるのももしかしたらゾアホ‥‥？,2018/12/04 11:30:17
28,ID:IidJJR+Pp,ヤングボンドルド善人説,2018/12/04 11:33:41
29,ID:TT59LXY5a,>>1乙卿  スレ立ての>>1乙   >>22  その可能性もあるかもしれないけどボ卿は素であってほしい。カリスマ性が薄れる,2018/12/04 11:37:02
30,ID:xQkCFXf70,>>27  金の卵を産む鶏をバラしちゃう愚かさは無いだろうけど自由にはなれないだろうなあ  本当に人間なのかどうか繁殖実験とか…  でもボ卿のとこで人体改造してもらったとか五層にたくさん仲間がいるとか話したらボ卿が標的に,2018/12/04 11:53:10
31,ID:OYSfE7CD0,気になるのはゾアホの「触れるだけで使用方法が植え付けられ、その魅惑に逃れがたくなる」って説明だな  触れるだけで自制がきかなくなり、発狂への道を歩み始める  旺盛な研究意欲から人としての自制心がなくなった結果、  発言はぱっと見人格者、行動は狂ってるようなアンバランスな感じになったんじゃないかな   元は善人かは知らないけど、自分自身が白笛になった経緯は  いろいろ想像の余地はある,2018/12/04 11:53:32
32,ID:dNPzrzDWd,カエルにも分かるお手軽操作ガイドを脳内インプットしてくれるゾアホさんすげーっす,2018/12/04 12:12:01
33,ID:XKfFokcDd,ボ卿の発言の端々から元人格者だったっぽい片鱗は伺えるな  ここ10年っていう短い急激な活躍も白笛になって以降(＝ゾアホ使用以降)だし   >>30  理由なきサイコじゃないとカリスマ性は薄れるか？  むしろ過去を想わせる余地があった方が話的に深みがあると俺は思うけど,2018/12/04 12:12:38
34,ID:ioR4jOAu0,まああ！？  https://i.imgur.com/xbJpZKe_d.jpg?maxwidth=640&shape=thumb&fidelity=medium.jpg,2018/12/04 12:17:37
35,ID:XKfFokcDd,>>28  層をまたいでも使えてる時点で別物かな,2018/12/04 12:18:28
36,ID:Tp9vIlaJd,>>27  解剖されて祝福を受けるための研究に利用されて最後は標本か愛玩動物か風俗が関の山  >>28  ゾアホ自体は無制限だったはず  大概は精神の分裂に耐えられず自殺  >>35  さすが全身ディルドのまああさん,2018/12/04 12:24:01
37,ID:SWz6Eo1K0,ゾアホる事自体に条件は無い  ただし準備無しにゾアホるとさおはぶになる  ゾアホ後にちゃんと祈り手としてやっていくには色々教育が必要  そんなわけでナナチの視界ジャックはゾアホとは無関係,2018/12/04 12:33:35
38,ID:ni8xN89ka,祝福受けたナナチを解剖とかしたら報復で全人類スライム化しそう(葉っぱ並み感)  そういやまだスライム状(液体)の成れ果てとかいないね 匂い(気体)なカジャさんはいるけど,2018/12/04 12:36:21
39,ID:TT59LXY5a,>>34  個人的に悪いやつが昔は良いやつだったっての嫌い,2018/12/04 12:36:46
40,ID:RFFKTPCpa,さおはぶ→竿have→ちんちん付いてる→男の子  さおはぶいて→竿省いて→ちんちん取りたい→男の娘,2018/12/04 12:37:57
41,ID:qm/hmb2Er,ラストバトルでボ卿がアビスの底まで助けに来てくれるシーンがあると信じてる,2018/12/04 12:40:40
42,ID:x/usXXEWp,あんな優しい眼をした人格者のベラフさんも今や吸いたい欲の権化ですし,2018/12/04 12:48:42
43,ID:I4gX2iRdd,ボ卿はピュアなんだよ  彼はアビスへの憧れを叶えるためにありとあらゆる可能性を探っているだけだ  おそらくあまり時間がないので、回り道をせずに真っ直ぐ進んでいるだけ  そして、目的のために必要とあらば自らのオリジナルにさえ未練はなく  祝福を得るためならば慈愛あふるる父親にさえなれる  善悪という価値観は地上で世渡りをするためにわきまえるべき厄介な決まり事でしかなく  生物が本能的に忌避するはずの行いでさえ、圧倒的な意思でもって塗りつぶせる   だからこそ外道でも魅力的、でも外道,2018/12/04 12:52:10
44,ID:TT59LXY5a,も一つ言うと「ゾアホのせいで狂った」より「元々狂ってるからゾアホ使っても変わらない」の方がボ卿すげえ！って思う,2018/12/04 12:53:10
45,ID:T9RxN9Fua,元々狂ってたのがゾアホでさらに狂ったんだろ,2018/12/04 12:56:37
46,ID:I4gX2iRdd,しかしボ卿は自分を笛にしちゃってるけど  それって祭壇で儀式する際には既にゾアホを手にいれててなおかつ5層に運んであるって事だよな,2018/12/04 12:59:20
47,ID:etafbJAFa,ボ卿の価値はナナチ何人分ですか？,2018/12/04 13:04:11
48,ID:x/usXXEWp,ナナチの価値：プライスレス  ボ卿の価値をナナチの価値で割ると0除算でエラーがおきて可能性が無限大,2018/12/04 13:15:39
49,ID:ioR4jOAu0,>>28>>37  「あの方は今はいない」「層を跨ぐやり方は不具合が起きやすい」と言ってる  時間感覚が狂ったり同期が途切れたりするんだろう  覗き見も「会話は聞かれてねえ」って言ってたし,2018/12/04 13:19:37
50,ID:/NH09c/cd,まあもしナナチをゾアホってたらレグたちとの戦いでそれを使わないはずないし、祈手一斉同期しても何もならないからあれは別物だろう  “ピーピングナナチ！(禁じられた遊び)”とか名付けてそう,2018/12/04 13:51:34
51,ID:WQ4bFg3V0,でも他人の視界を覗き見できる能力（遺物）とかいきなり出てくるのはちょっと突拍子もなさすぎって感じたな  ゾアホの機能の一部と考えたら納得できるけど  ゾアホとは別にそういう遺物もあるとかは、ちょっと証拠が少な過ぎて納得できない,2018/12/04 14:53:04
52,ID:/NH09c/cd,似たようなので肉電球とかあるけど  納得できないならゾアホの機能の一部や応用改造でもいいと思う  どちらにしろナナチが今後ゾアホられることはおそらくないし,2018/12/04 15:07:11
53,ID:Ag5Ulsv40,バックドアもボの細胞をナナチの目の細胞に忍ばせてたんやろな,2018/12/04 15:10:54
54,ID:8iEns+2ma,外伝、ヤングボンドルド  ボンドルドはいかにしてサイコになったのがゾアホリックの恐怖・・  実は最初っから今のまんまのサイコでしたってオチ,2018/12/04 15:14:31
55,ID:NOGQzAQyr,>>55  出オチやんけ,2018/12/04 15:18:30
56,ID:/NH09c/cd,出オチってか話にならない,2018/12/04 15:28:37
57,ID:QZ465jTEd,ヤングボンドルド「行動食四号はどう作ってもうまいのだ」,2018/12/04 15:31:06
58,ID:+WDYYak1a,4号ってことは試作品の1～3があるのか、単に色々あるうちの4番めなのか  誰か壁味を再現してくれ,2018/12/04 15:50:39
59,ID:qjaTSCwQa,おまえは強気な態度な少年が無理やり女装させられてメスオチレイプされるのが価値！  俺は美少女かと思ったら「残念でしたーボク男の子でーすセックスできませんよー」で調子乗ってるメスガキをメスオチレイプするシチュが価値！   そこになんのちがいもありゃしねぇだろうが！,2018/12/04 15:51:15
60,ID:W2SVCP+ld,キミも懲りないね,2018/12/04 15:56:27
61,ID:Ag5Ulsv40,また君か、壊れるなぁ…,2018/12/04 16:02:10
62,ID:BhaUO1S10,行動食はハボさんがリコさん達に持たせてくれてたし、4号以外にもあるんだろうな…4号程栄養ないけどまだマシな味なのかな,2018/12/04 16:05:22
63,ID:Ag5Ulsv40,完全な栄養食じゃなかったっけ,2018/12/04 16:07:20
64,ID:m2rDESPP0,軍隊の携行食は常用だったり寒冷地用だったり移動しながら食べやすいようにしてたりと色々ある,2018/12/04 16:17:53
65,ID:m5fSSRr4M,COMPとコラボして壁味のスティックを出せば探窟家に売れそう,2018/12/04 16:18:18
66,ID:MRRObJYf0,吸ってもなくならない栄養食が,2018/12/04 16:25:07
67,ID:V2LJOrYI0,ナナチがトラウマになるから一本満足輸入しろ,2018/12/04 16:30:26
68,ID:BhaUO1S10,コラボカフェ第2弾レシピでミーティシェイクが,2018/12/04 16:32:33
69,ID:zIqwefEe0,つくし卿が尽きない火薬の由来について直々に答えてる  やっぱ資料集とかだしてほしいな,2018/12/04 17:12:03
70,ID:it26XBcqd,由来聞くだけですごいワクワクするな,2018/12/04 17:25:33
71,ID:xQkCFXf70,ラジオとか雑誌で答えたとかじゃなくて文書化して欲しいけどな～  単行本の中にリコメモとかで織り込むのもニュアンスが伝わり難いんで資料集が欲しいねえ,2018/12/04 17:31:59
72,ID:fNxsOWlF0,行動食四号に不死の成れ果て由来の成分が混入されていた  と聞いた時のナナチの顔   ttp://imgcc.naver.jp/kaze/mission/USER/20121206/15/1542255/212/460x345x373459852941b7deddffdfa0.jpg,2018/12/04 18:12:57
73,ID:QYzjJLqQ0,これまた懐かしい画像を,2018/12/04 18:27:46
74,ID:sAewesbB0,みんなー、原作者からの新しい情報だぞ！   ﾘｱﾙ ??ﾓﾝｽﾀｰライライ  @lierie800  ピースフォビアがなんで尽きない火薬なるか説明できる人おる？  アンハードベルは時を止めてる間になってるから聞こえないって解釈できるけど、平和恐怖症の意味がわからん  教えてエロいひと  #メイドインアビス    つくしあきひと  ?@tukushiA  返信先: @lierie800さん  「平和恐怖症」という意味の競売名は、ほぼ無制限に使える上に可燃物がなくなるまで燃焼を止めない、狂乱を愛するかのような危険性から名付けられました。   ﾘｱﾙ ??ﾓﾝｽﾀｰライライ  @lierie800  ！！？？！？？！！？  まさか普通のツイートにつくし卿様からリプが来るなんて??  そうなんですね！！どこにも載ってなかったので、ありがとうございます！,2018/12/04 18:29:08
75,ID:6NTWcZgIr,そもそもまともならまずゾアホ使わないんじゃないだろうか,2018/12/04 18:30:59
76,ID:9NvjxWuPd,船上でずっと燻ってた死体は尽きない火薬のせいだな、間違いない,2018/12/04 18:34:02
77,ID:ysnj32Cjd,ライザが付け火し回ったという風潮,2018/12/04 18:44:19
78,ID:OYSfE7CD0,>>76  「触れるだけでその魅力に抗えなくなる」ってわざわざ説明文がついてるからどうだろうな,2018/12/04 18:49:51
79,ID:ioR4jOAu0,>>75  エロい人で反応したのか…ツィートを奪うと仕事しなくなるから仕方ないね,2018/12/04 19:08:13
80,ID:qoaQts8l0,さすがエロい人,2018/12/04 19:10:24
81,ID:OYSfE7CD0,>>75  FFだったら一度攻撃すれば1ターン毎フレア発動するのか  気持ち良さそうだな   メイドインアビスRPG出ないかな  “ナナチの攻撃！  ナナチは丸まっている”,2018/12/04 19:18:28
82,ID:OhRizX0J0,ダンジョンゲームがいいです  縦スクロールでもいいです,2018/12/04 19:53:30
83,ID:clXdXpjgK,べラフはよっぽどひもじい思いでもしたんじゃないか奈落で  食い物もない水も飲めないエロ子も居ない地獄  彼の地獄でもミーティはいくら吸っても絶えない,2018/12/04 19:57:35
84,ID:VdnrXYRia,以前シュレカカさんの元は祈手ってレスがあったけど  顔、確かにちょっとボ卿っぽいなｗ   >>73  透明な卵混じってますわこれはｗ,2018/12/04 19:57:52
85,ID:tvcQ1AhRa,※いしのなかにいる※    ※かべの味がする※,2018/12/04 20:14:28
86,ID:Ag5Ulsv40,ああっと ！！,2018/12/04 20:39:08
87,ID:OYSfE7CD0,だいたい祭壇の仕組みがわかってきたところで  振り返ると祈手犠牲+ゾアホがあれば  いくらでもボ卿は6層探索できたわけだ  5層に戻った瞬間に成れ果てるから、おそらく同期はできないけど  紙に記録したり視界ジャックで情報収集できる  ん？なんで祝福ゲットしたかったんや？,2018/12/04 20:43:06
88,ID:D77Owc7ka,紳士なベラフが暗転するのを見るのが怖いな  真面目だから我慢し過ぎてしまったのか,2018/12/04 20:43:10
89,ID:wBElxW3+0,ヴエコのためにワズキャンを説得する一方  心の奥底ではヤドネの中身を生きたまま啜りたいとか思ってたのかと思うとワクワクする,2018/12/04 20:47:44
90,ID:OYSfE7CD0,あとミーティやエロ子回想に出てきた石持った成れ果て見ると  1度成れ果てたら、上昇してもそこからさらに成れ果てることはないみたいだね  ナナチはどうなんだろ？  6層の呪い限定なら回避できる可能性が,2018/12/04 20:48:01
91,ID:OYSfE7CD0,>>90  ヴエコと抱き合うイルミューイを後ろから見守り微笑むベラフ  あそこでオケツ吸いたい！と思ってたかと思うとワクワクする,2018/12/04 20:52:55
92,ID:D77Owc7ka,下痢の原因の寄生虫はどこから来たんだ？  水は曰く付きみたいだけど治療に必要だから持っていくみたいだし寄生虫とは無関係なんだよね？  ヤドネから感染したのかな？,2018/12/04 20:55:45
93,ID:0zlmd9zE0,ヴエコが変な性感染症持ってそう,2018/12/04 20:57:57
94,ID:nXr+kA6j0,ヴエコがお世話した者だけ犠牲になってる説,2018/12/04 21:00:08
95,ID:AP0JAcV40,来て下さい子が無事だから…,2018/12/04 21:08:16
96,ID:SWz6Eo1K0,>>93  水場の周りで大型生物の死骸が折り重なって岩みたいになってた  下痢症状の隊員の足が溶けて固まった鉛みたいになってた  ってのから普通にあの水場の水の中に寄生虫が居たんじゃね？  それでも水は持っていくってのはひとまず持ち帰って対策を考えようって事かと,2018/12/04 21:09:39
97,ID:wBElxW3+0,>>93  寄生虫にコントロールされていたと考えればあの異様な無警戒ぶりも説明可能  よく分からない生物とちゅーしてはいけない,2018/12/04 21:09:43
98,ID:5li21jxdd,むしろヴエコがお世話したものだけ感染してないような   >>93  ライザもヴエコも触ってるからヤドネは違うと思うけど  水でなければアビスの意思か  遺物の元を産み出して本人はアビスの壁の一部になる  そういえば、村の生物の死骸みたいな見た目してるんだっけ,2018/12/04 21:10:58
99,ID:5li21jxdd,村も生物の死骸みたいな見た目してるんだっけ,2018/12/04 21:13:32
100,ID:gqMeUQHd0,実際ヴエコって性病ヤバそう  子供が出来なくて便利ってことはつまり生ハメが常ってことだろうし相手も多いしでアウト要素しかない,2018/12/04 21:16:08
101,ID:OhRizX0J0,あのレベルの集団だから生水をそのまま飲むなんてことはせずさすがに煮沸はしてると思うが初めに生水を飲んだ者からなんらかの接触で感染したか煮沸程度では死なない生き物なのか  それとも水自体が生きていて宿主となる体内に入ると初めて活動を始めるとか,2018/12/04 21:16:30
102,ID:ioR4jOAu0,>>88  強いからやろ  祝福あったら臍姦やり放題だぞ  まあ主要目的は6層で2000年問題をやり過ごして自我を持ったまま地上に戻る事だろうな  カートリッジだとイドフロントが全滅した後にリカバリが効かない,2018/12/04 21:18:08
103,ID:lvW3HeP00,この中のどれかが来て下さい子ちゃんだったりするのかな  https://i.imgur.com/55Rbrxt.jpg,2018/12/04 21:22:40
104,ID:xQkCFXf70,身体が溶けて変形しちゃうのは下痢もセットで寄生虫の影響だよね  水場の周りで生物が変形して折り重なって岩みたいになっていたのも寄生虫の卵入りの水を飲んだからだろうし  熱に強い生き物がいるから煮たくらいじゃ死なない寄生虫なのかもね,2018/12/04 21:22:52
105,ID:SWz6Eo1K0,>>102  そのまま飲もうとしたぱっつん子にエロ子が沸かしてからって言ってるしちゃんと煮沸はしてるだろね  リコ達が食おうとした卵も火通しても動いてるくらいだし単純に熱に強い生物多い所なんじゃないかな,2018/12/04 21:27:38
106,ID:eZyo8b3Ra,なんなら水かどうかさえ怪しい,2018/12/04 21:27:52
107,ID:8tsC3Dgmd,メイドインアビスって見たこと無いけど面白いの？  どう？内容の考察とか出来る漫画？,2018/12/04 21:29:11
108,ID:ltxUv5mEr,ほのぼの系の冒険物だよ,2018/12/04 21:30:57
109,ID:tvcQ1AhRa,しまっちゃうおじさんだっけ,2018/12/04 21:31:56
110,ID:Jyc3OVD60,>>108  表紙でなんとなく分かるだろ？ハートフルボッコストーリーだよ,2018/12/04 21:32:31
111,ID:758zIYcTa,>>108  性癖の考察なら,2018/12/04 21:33:40
112,ID:OhRizX0J0,水に擬態してる生き物なんていくらでもいそう,2018/12/04 21:34:15
113,ID:p/xaofyBa,hurtful,2018/12/04 21:35:09
114,ID:CwhixyLaM,>>108  ああ見えてロリ漫画じゃないから安心してくれていい,2018/12/04 21:36:22
115,ID:OYSfE7CD0,>>103  特殊カートリッジフル装備でも袋小路の実験場からの上昇だけで全部消費したから6層からの帰還なんてとても無理そうだよね  そうすると祝福体はやっぱり6層の呪いは受けないのか  2000年問題は呪いが上昇して皆成れ果てるとか考えたけど  お祈り骸骨と誕生日に死ぬ病から考えて単純にアビスが地上の人々の魂を吸って全滅させてしまう現象っぽいね  なるほど、6層に魂が廻り還るっぽいから6層ならそれを回避できると,2018/12/04 21:36:30
116,ID:0zlmd9zE0,>>115  ショタ漫画なんだよな  心にちんちんをもった主人公少女  ロボットなのにちんちん生えてるロボット  けもショタ,2018/12/04 21:38:16
117,ID:OhRizX0J0,ゾアホリックというものが存在するから魂どうこうするなんてのも余裕で存在するんだろうな,2018/12/04 21:41:43
118,ID:Ag5Ulsv40,>>88  箱庭も一応6層だからな,2018/12/04 21:42:36
119,ID:J1LFFbuZd,>>105  まだ寄生虫かもわからないよ  食料の探索に行った隊に特に急激な身体の変化出ているし  最後に出てきた大きな卵形遺物も謎,2018/12/04 21:42:49
120,ID:S4LKcX910,>>93  水なかったら、3日で全滅,2018/12/04 21:45:44
121,ID:J1LFFbuZd,>>104  共用語話せるのが三賢とカジャとオカミサンだけだからな  下手すると隊は村の一部か黒いネバネバになってしまったのかも   しかし細かく見返すと来てください子ちゃんのコマの出現率は異常やな  ほとんど常にヴエコとセットで出てるよ  これはイリムと同じ匂いがする  その後の詳細は明かされないまま読者が想像できる範囲に配置されそう,2018/12/04 21:51:13
122,ID:clXdXpjgK,>>97  『彼方のアストラ』でもそういう生物居たな,2018/12/04 21:59:51
123,ID:ioR4jOAu0,>>107  ブラックジャックの水分99.99%とか言う回で、グマに規制されたキリコの病名が分からずにとりあえず切開するって話があった  水にしか見えない生き物は割といる,2018/12/04 22:05:20
124,ID:CZWHs2DA0,>>101  エロ子は医療の知識があるし、相手は世捨人のガンジャ隊メンバーだけだから、比較的安全かと,2018/12/04 22:05:51
125,ID:0zlmd9zE0,>>125  知識だけでなんとかなるか？,2018/12/04 22:08:41
126,ID:758zIYcTa,ナナチも医療の知識があるから大丈夫だな  ボ卿も,2018/12/04 22:12:08
127,ID:+g1M616Gd,場所が場所だし、死なない病気はもらってそう  死ぬ系の感染なら隊ごと死滅じゃね？,2018/12/04 22:14:12
128,ID:J1LFFbuZd,唐突にイルブルの皆でこれやってるとこ見たくなった  https://youtu.be/d8mCE6whMwM  ていうかナナチのタップが見たい  ん！んなっ&#127925;んなんなんなんなっ&#127925;ん！んなっ&#127925;んなんなんなんなっ  誰かMMDで作ってや,2018/12/04 22:21:59
129,ID:ioR4jOAu0,>>126  そんな事言ったら大半の医者は大嘘吐きって事になるな  大抵は知識とデータだけで投薬してるんだから  回想を見てるとエロ子さんはガンジャ隊の訓練でも短期間で技術習得した様に見える  他に確実な専門家がいない以上、医療担当の指示に従うのは適切な判断,2018/12/04 22:22:38
130,ID:+g1M616Gd,このままだと、いつか死にますよ   って、いつまでも死なない方が怖い,2018/12/04 22:25:58
131,ID:GHlY0fGL0,>>128  アビスは未知の病気や寄生虫も多そうだし、都会育ちの現代人だったらデカイ生き物に襲われるまでもなくすぐ病気にかかって死にそうだわ,2018/12/04 22:27:50
132,ID:fXsnXW78a,アビスの遺物活用しまくるローグライクゲームやりたいし  本編でももっといろんな種類の遺物使って欲しい,2018/12/04 22:36:42
133,ID:T5RiqA5a0,>>133  ゼルダの伝説みたいになりそう,2018/12/04 22:55:39
134,ID:kefFZU6z0,>>92  下痢直吸いする人間ベラフとか見たくねえ…,2018/12/04 23:00:09
135,ID:+DVrGqm70,やっと最新分見れた  とうとうんぼっぷどころじゃなくなって度し難くなってきたな  ロリの下半身がひたすらドシガタ状態とは…,2018/12/04 23:01:32
136,ID:+g1M616Gd,ママ穴なら吸ってた,2018/12/04 23:02:47
137,ID:c4HDvSUC0,ねんどろリコレグですか  https://pbs.twimg.com/media/DtjpjdjU0AE4yMJ.jpg,2018/12/04 23:21:47
138,ID:fS6jeAly0,>>138  おやおやおやおやおやおや,2018/12/04 23:24:06
139,ID:0zlmd9zE0,そういやナナチのねんどろいどはいつとどくんなよ,2018/12/04 23:26:27
140,ID:OYSfE7CD0,>>138  かわいいな  ねえねえねえねえナナナナナチはー？,2018/12/04 23:28:41
141,ID:0zlmd9zE0,ナナチ月末かぁはやく届いて  アマゾンでナナチ調べたらぬいぐるみもう一種類あるのね,2018/12/04 23:32:27
142,ID:+DVrGqm70,ねんどろいどレグくんのやわらかちんちん,2018/12/04 23:42:00
143,ID:Ag5Ulsv40,ナナチのは,2018/12/04 23:44:48
144,ID:zY4Kxc390,やや硬め,2018/12/04 23:52:26
145,ID:T8C5cosv0,マルルクは,2018/12/05 0:05:55
