スレ数,ID,コメント,投稿時刻
10,ID:qfGuZkvP0,この時間帯は落ちそうな気がするそす,2018/10/19 0:16:20
11,ID:qfGuZkvP0,お,2018/10/19 0:17:51
12,ID:qfGuZkvP0,ち,2018/10/19 0:17:55
13,ID:BJk9h5YX0,●新規固有名詞 (暫定)  ドグープ:目の奥(血の家？)  ファプタ:姫  メディポー:楽器  メディポトゥート:ヒト結晶の楽器  ●えろこさんテンプレ   7巻P156　ヴエロエルコ回想の重なった文字解読  https://i.imgur.com/LhiesoQ.png  「踏みにじられた」「わたしの」「かわいそうな」「かわいい」   ●劇場版テンプレ   劇場版総集編　【前編】旅立ちの夜明け  2019年1月4日（金）公開   劇場版総集編　【後編】 放浪する黄昏  2019年1月18日（金）公開   ◆履歴のグラフ化  https://i.imgur.com/595JZMz.png  https://i.imgur.com/VzwWw8y.png  https://i.imgur.com/MP3i2BZ.png,2018/10/19 0:27:02
14,ID:b04wSY5id,エロ子さんに踏みにじられたい,2018/10/19 0:31:08
15,ID:BJk9h5YX0,テンプレとして残すどうかはともかく、いちおうここにも張っておくね   上のグラフを参照すれば、平均で約４０日間隔で更新がくることがわかる  つまり、明日更新する確率は今ひとつ  本命は１１日後の１１／３０（火）だ  まあ期待はするな,2018/10/19 0:31:09
16,ID:BJk9h5YX0,間違えた、１０／３０（火）が本命だ  １１月末まで待たされた日には確実な死,2018/10/19 0:33:27
17,ID:3hF574ML0,ほしゅそす,2018/10/19 0:56:12
18,ID:3hF574ML0,■スレdat落ち条件(不完全：板ごとに違う)  20レス未満は28分間の投稿がないとdat落ち  40レス未満は56分間の投稿がないとdat落ち  60レス未満は280分間の投稿がないとdat落ち   上記とは別に48時間（2日）投稿がないとdat落ち（Leave21）  dat落ちの判定はだいたい1000分毎に行われる  60レス未満はとにかくなんでもいいから無駄レスしまくる。書き込み制限があるなら協力してdat落ち回避する,2018/10/19 0:58:15
19,ID:BJk9h5YX0,遅くなったけど  >>1  乙ットバス,2018/10/19 1:00:04
20,ID:3hF574ML0,この時間だと厳しいそす？,2018/10/19 1:04:54
21,ID:3hF574ML0,まああ～,2018/10/19 1:07:03
22,ID:3hF574ML0,こぷーーーーーーーー,2018/10/19 1:10:41
23,ID:3hF574ML0,んな～～～～～,2018/10/19 1:14:44
24,ID:7BDomjpw0,ほしゅ必要そす？,2018/10/19 1:20:41
25,ID:s3eZoPJy0,まあああぁぁあああ！！！,2018/10/19 1:22:59
26,ID:BJk9h5YX0,そろそろキャラ人気投票やってほしい   『全て私ですよ』  『全ての私がナナチに組織票を投じました』  とかのネタじゃなくてガチのやつ   ちなみに、本気の一票なら俺はプルシュカに入れる,2018/10/19 1:31:29
27,ID:kWqzsukz0,実験で使った人体、勿体ないですよね？,2018/10/19 1:32:09
28,ID:9Jd2TLfSd,乾いたうんこのにおいって  もしかしてぬれたら,2018/10/19 1:34:07
29,ID:b04wSY5id,みんなありがとう  神に感謝  ふん、くだらん  くっ……ボ卿に負けた,2018/10/19 1:34:15
30,ID:BJk9h5YX0,ボボーボボ・ボーボボはやめろｗ,2018/10/19 1:36:35
31,ID:hB76kSw5d,ゾアフロック,2018/10/19 1:38:37
32,ID:2AVROHQr0,あらすじはスクショにした方が良いという意見が,2018/10/19 1:57:23
33,ID:83IQLJJW0,笛の名前って基本色由来だけど、その中に一つだけ月が混じってることについて、どっかで解説されたことあった？  単に二文字でゴロのいい色の名前が出払ったから、月を使った・・・というのも考えなくはなかったけど、それもあんまり雑すぎる気もするし。  師範代という階級が割り振られているあたり、一応区切り的な意味合いとかあるのかと深読みしたくもなったり。,2018/10/19 2:00:54
34,ID:TMzwkY8m0,赤子  青二才  月並み  玄人  素人  やぞ,2018/10/19 2:20:06
35,ID:/T6CIk6Vr,ほほう,2018/10/19 2:28:19
36,ID:XuaR2I3c0,最後逆行してね？,2018/10/19 2:36:05
37,ID:/T6CIk6Vr,>>37  そこに深い意味があるのだ  考察するのだ、151層よりも深く(なんも考えてない),2018/10/19 2:37:01
38,ID:2AVROHQr0,>>35  白笛は後から追加されたもので特に意味はないとか,2018/10/19 2:47:29
39,ID:5RUWNyAzK,それよか遺物をもっと見たいな。目録とか,2018/10/19 3:26:12
40,ID:2AVROHQr0,レグの右手って固定しておけば勝手にくっつく様な気がしてならない  メシ食って臍の穴が塞がるのに治らない理由が思いつかない  「ぷえ？レグの腕？便利だからいいよこのままで」,2018/10/19 3:39:30
41,ID:/T6CIk6Vr,「あなたは思った以上にこちら側の人間なのかもしれない」,2018/10/19 3:44:41
42,ID:EPQeemqG0,下品な話で申し訳ないんだけどナナチにぶっかけたら洗うの大変そうだよね  レグにはキツく言っておかないと   ファプタは洗わなさそう,2018/10/19 4:10:31
43,ID:b04wSY5id,>>43  ビギィブリンするから綺麗だよ,2018/10/19 5:02:40
44,ID:UTVOn4ROD,オーゼンにぶっかけたい,2018/10/19 5:32:37
45,ID:mJFtZfsaa,>>45  マルルクはネットドラゴンだな,2018/10/19 6:20:21
46,ID:TMzwkY8m0,オーゼンカーセックスって聞くとオーゼンが車をブチ犯してる映像になるよね,2018/10/19 6:25:53
47,ID:fgGSRWkmp,赤…朝焼けの空  蒼…昼の晴天  月…夜半の月  黒…深夜の闇  白…黎明の輝き   かと思ってた,2018/10/19 6:48:37
48,ID:gG2Alw/hd,んなぁ,2018/10/19 7:45:52
49,ID:0iwPwQD2H,もうすぐ映画やるし明日更新してくれるっしょ^^,2018/10/19 7:53:24
50,ID:MduhhyPOa,>>48  なんかキレイですこ,2018/10/19 9:07:42
51,ID:Itu4y7580,更新ま”あ”あ”あ”あ”あ”あ”？,2018/10/19 9:35:14
52,ID:5mwTC1Taa,更新便座待機,2018/10/19 9:35:42
53,ID:Mcf2s6B6d,まあああああ,2018/10/19 9:40:43
54,ID:XD/8VBqa0,白笛は白眉からだとこのスレで読んだ気もする,2018/10/19 9:41:11
55,ID:DetsXyLwd,最初は黒笛までしかなかったんじゃないっけ？  横綱みたいなもんだな,2018/10/19 9:42:56
56,ID:fgGSRWkmp,まあ、白笛は探窟家の協会が支給した笛じゃないしね。アビスそのものが任命するようなもんだよな。,2018/10/19 10:54:25
57,ID:1AMdur5h0,>>48  空の巡りか、これが一番納得できるかも,2018/10/19 11:12:58
58,ID:Vx6vATYd0,夕焼けが蔑ろにされてる件,2018/10/19 12:06:52
59,ID:peUQ28qJa,申し訳ないが虹笛とかいうﾎﾓ探窟家の登場はNG,2018/10/19 12:45:29
60,ID:TUeKmvoa0,>>56  最初は横綱大関から独立した格付けがいつのまにか西の横綱東の横綱はみ出し横綱二番手横綱と無限に増えていく風潮…  しかも横綱は降格がないので問題を起こさない限り永久に居座り続けると言う体たらく  もう問題起こした横綱は一発解雇でええんちゃうかな,2018/10/19 13:26:12
61,ID:942yBeUqd,横綱がいるなら縦綱も,2018/10/19 13:28:19
62,ID:TUeKmvoa0,>>62  それ単なるTフロントだな,2018/10/19 13:33:50
63,ID:9KjC0C/RD,度し難いぞ,2018/10/19 16:26:32
64,ID:DcKZAaqqa,更新正座待機,2018/10/19 20:09:25
65,ID:ZsBJSK9ha,ところで不動卿がリーダー連れてなんかの部屋に入っていったきりだよね,2018/10/19 20:22:18
66,ID:FQN9BBwXH,あはは！,2018/10/19 20:22:34
67,ID:RsozZm5Rd,虹笛 発展卿 筋金入りのガチホモだ,2018/10/19 20:34:19
68,ID:YRdFYFTud,丁度俺もいまから爆サイのやつとしゃぶりあいしにいくから虹笛だわ,2018/10/19 20:40:39
69,ID:MYwAlFjBd,たまらねぇぜ。,2018/10/19 20:52:19
70,ID:27tJGElv0,>>68  田亀卿かな？,2018/10/19 21:10:56
71,ID:qqPbANY00,田亀vsつくし、ファイッ！  どちらも同じものを表したペンネームですねぇ,2018/10/19 22:17:22
72,ID:lgNn5mtj0,こ、更新は明日の何時なの？,2018/10/19 22:45:19
73,ID:qfGuZkvP0,ちんちんの事をパパ棒って呼ぶって事は、一緒にお風呂はいるみたいなしっかりした親子らしい生活送ってたのかよボ卿とプルは。素晴らしいですね。,2018/10/19 23:01:38
74,ID:Nlufgk5Aa,期待しすぎるとされなかったときに更新負荷で成れ果てるぞ   >>74  パパのお手伝いで動物解体してるときに  プ「これなぁに？」  （Ⅰ）「これがある個体はパパになるのですよ」  ってやりとりがあったってつくし卿が言ってた,2018/10/19 23:06:24
75,ID:qfGuZkvP0,なんだパパ棒っててっきりボ棒かと思ってたのに。残念。,2018/10/19 23:16:05
76,ID:A9jp7RE30,>>75  これもっと広めないとみんなボ棒かと誤解してるんじゃないかな…  >>74みたいな状況かと,2018/10/19 23:17:47
77,ID:FIrVu4AHd,このやり取りも何回も見た,2018/10/19 23:18:26
78,ID:HqOfpDTvx,もう慣れ果て村編飽きたからさっさと先に進んで新しい白笛出して欲しい,2018/10/19 23:18:43
79,ID:vnHp6qUbp,ここまでテンプレ,2018/10/19 23:22:51
80,ID:fnNbAeO10,リコは誤解したままだよね  心外ですよね,2018/10/19 23:23:32
81,ID:Fz2KxKXPd,ボ「私のは、男の娘に使うので  パパにはなりませんよ」,2018/10/19 23:23:56
82,ID:voku66Jj0,とあるグラドルのスレが立ってて「汚い尻の人か」ってレスがあって  マアアさんを思い出してしまった,2018/10/19 23:28:46
83,ID:1AMdur5h0,マアアさんが汚い尻しか印象がないみたいに言うのやめろよ！  マアアさんもふもふだし健気だし、不器用だけど勇気もあって可愛いんだぞ！  尻はおっさんだけど！！,2018/10/19 23:48:56
84,ID:WZfGi6RrH,うんち臭漂う右手ずるむけギンギン汚ケツヤローに慈悲はない精算されろ,2018/10/19 23:51:37
85,ID:1AMdur5h0,可愛いだろ！,2018/10/19 23:52:37
86,ID:p0RLYZ8I0,乾いたうんちを優しくした臭いとかいう狂気の設定,2018/10/19 23:56:55
87,ID:Nlufgk5Aa,正直性的な意味一切無しで一緒にお風呂入るほど仲のいい親子って方がほのぼのとして好きなんだが  ああいう理由にしないとボが性的な意味で見せつけたとか言い出す不埒な輩が現れかねないし仕方ないのかな   案外元々は一緒にお風呂入ってた設定をそういう理由で後で変えてたりして  説明も無しにパパ棒なんてややこしい呼び方するとは思えないし,2018/10/19 23:57:30
88,ID:0JjVwB2la,あの仮面つけて素っ裸でお風呂に入ってるの想像するとシュールすぎて笑えてくるのでNG   ・プルシュカには仮面でパパを認識させてる  ・プルシュカの前で素顔を晒すわけにはいかない（今の個体が壊れて別の個体に移った際素顔が違うことになるし）  ・いくらボ卿でも顔も頭も洗うだろ   これらのことからプルシュカと一緒に入ることはあり得ないと思います！,2018/10/20 0:02:28
89,ID:1MXX4eDQp,結局は嘘情報だからなぁ  いつ設定が変わってもおかしくはないし,2018/10/20 0:08:00
90,ID:uM9GEOjT0,リコが平常時と屹立時を並べて描いた絵を見てパパ棒だと認識した  というところがポイントだな,2018/10/20 0:12:46
91,ID:GdErSpXcd,マーさん精算される前の3段くらいある右手はどんな仕組みだったんだろうな,2018/10/20 0:16:45
92,ID:RYbGmlwWH,すっごい気持ちよさそう（小並感）,2018/10/20 0:18:31
93,ID:y8I5II6sa,自分を白笛にしたことは引かなかったけど  プルシュカにパパ棒見せた疑惑が芽生えた時はドン引きしたリコさん,2018/10/20 0:22:46
94,ID:1cGdXWsya,プルシュカは教育受けてないからマンコくさそう,2018/10/20 0:23:36
95,ID:y8I5II6sa,俺教育受けたけどちん国際世論,2018/10/20 0:26:45
96,ID:yRxZRHXh0,んなぁ！今日更新じゃん！,2018/10/20 0:27:45
97,ID:xOvRXeZ4a,コウシンガタリだ！ボ卿に依頼して焼き尽くせ！,2018/10/20 0:29:31
98,ID:2s+Zluvb0,例え更新が来ても数分で終わる悲しみ,2018/10/20 0:30:00
99,ID:jUh7mW0K0,プルシュカは一緒に居ると実験を何とも思わないサイコな性格が出てくる,2018/10/20 0:30:43
100,ID:NjIAkLv30,読むのは数分で終わるがその後の考察や妄想は止められねぇんだ,2018/10/20 1:01:46
101,ID:xOvRXeZ4a,このスレで感想や考察合戦出来るから一日は楽しめるぞ  一日二日経つといつものドシガタ変態トークスレに戻っていくがな！,2018/10/20 1:04:16
102,ID:2s+Zluvb0,基本少ない気がするけどつくし卿の呟きずっとないから  今頃描いてる可能性,2018/10/20 1:12:08
103,ID:/Iz5JaTF0,ニコ生最近時々やってるので原稿は進んでいる模様,2018/10/20 1:16:15
104,ID:1MXX4eDQp,一昨日はドラゴンボールエヴォリューション上映会してたぞ,2018/10/20 1:24:11
105,ID:cnFtplJu0,とりあえずヴエコさん軟禁理由とワズキャンとベラフがどうしてああなったのかわかるまで進めてくれたら御の字。  イルぶるの価値変換の秘密は過去編で回収されきらない気がするけど今の話ってイルぶる編としては中盤後半って辺りかもだからされるんかな,2018/10/20 1:28:35
106,ID:zThmKOVk0,先月挙がった時点ではまだ（次の）ネームできてないって言ってたから  まだ掛かりそうだな,2018/10/20 1:50:05
107,ID:7ebwQ7tz0,今年はあと一回だなあ,2018/10/20 1:58:58
108,ID:/3SfQiMKD,昼休みにタバコ屋でタバコ買ったら看板猫がカウンターに飛び乗って俺の腕にスリスリしてきた  毛色と相まってナナチを思い出した  そのあと職場に戻る道すがらナナチの中はあったかいナリィとか考えてたらリコに指摘されたレグのそれに…  これは非常にやばい  おれはノンケだしロリは死刑でいいと思ってるのにいいい,2018/10/20 2:06:20
109,ID:jeTjdZMW0,現実で犯罪を起こさなければ何を考えてても良いよ。,2018/10/20 2:08:10
110,ID:9Oku0Yura,>>109  ロリを死刑とな,2018/10/20 2:21:37
111,ID:1cGdXWsya,生身の蚕の嗅覚を利用した匂いセンサーがあるらしいがあちら側の発想で凄いですよね,2018/10/20 2:28:35
112,ID:5WdVtYtT0,俺も犬がお腹の上に乗ってきて勃起しちゃったんだからさ,2018/10/20 2:32:35
113,ID:cMwfaoZCa,猫の前で布団の中でオナニーしてたら布団の上からじゃれつかれたよ,2018/10/20 2:48:38
114,ID:jUh7mW0K0,野良猫が大人しいから匂い嗅いだけど  猫って全然臭くないんだよ,2018/10/20 3:15:22
115,ID:2s+Zluvb0,お前らのオナニー見せろ,2018/10/20 3:15:46
116,ID:1MXX4eDQp,焼けた棒を押し付けながら,2018/10/20 3:20:51
117,ID:AfPF3God0,犬は年に2回の発情期じゃないと嫌がるよ,2018/10/20 3:30:03
118,ID:IBHGaDEy0,雄犬は突然飛びついてきて腰振り出すから怖いんなぁ…,2018/10/20 5:43:36
119,ID:yMlmrI7g0,ナナチと雄犬を同じ檻に入れるマン出たな…,2018/10/20 6:01:57
120,ID:XNN/7ZMKF,イルぶる村編って2017年の年明け頃から始まったんだよな  そろそろダレてきたんで収束に向かってほしい,2018/10/20 6:05:33
121,ID:HmeN3ejw0,30日でがっかりしないように40日で更新と思えば年9回か  来年の今頃は門番編があるならその中盤くらい？,2018/10/20 6:45:17
122,ID:YtnsjdCXd,毎月40日更新？,2018/10/20 6:46:29
123,ID:LKMgtOPx0,マルルクのおパンツは男物？女物？,2018/10/20 6:50:39
124,ID:okf+/OQ/0,病院の救急部では女物のパンツをはいているオッサン  が時々担ぎ込まれるので男が女物の下着を着用  していても特に驚いたりしなくなる、  という話がどこぞの婦警漫画か医療漫画のスレに  書いてあった   マルルクの下着が女物であっても、  それはごく当たり前のこと,2018/10/20 7:13:17
125,ID:gzmzV1vta,>>125  マルルク「下着は女ものか男ものかどちらを履いているかですか…？     ボク下着つけてませんよ…？」,2018/10/20 7:26:24
126,ID:7eHp+VNbr,更新日だんなああぁああああ,2018/10/20 7:44:04
127,ID:YICTBuzu0,>>123  うるう年は4の倍数から100の倍数を引いた年、更に1000の倍数を除外しない年  つまり、2000年に一度、2月40日があるって事だよ,2018/10/20 8:44:03
128,ID:ju2S/dOQ0,更新ｷﾀ━━━(ﾟ∀ﾟ)━━━!!!,2018/10/20 8:50:16
129,ID:w7W3xBUC0,隙あらばコウシンガタリ,2018/10/20 8:52:40
130,ID:wnXN8VTu0,座して待て,2018/10/20 8:53:33
131,ID:bP94b1620,更新まああぁあぁぁ,2018/10/20 9:07:30
132,ID:nnNg/dZgd,あはは、どこ？どこ？,2018/10/20 9:09:43
133,ID:akuxebbh0,ﾏ"ｼｭｼﾞｭﾌﾞｫﾌﾞｫ,2018/10/20 9:16:04
134,ID:6+t/EFpy0,つくし卿とココは時間の進み方が違うから,2018/10/20 9:20:27
135,ID:aag5DlZG0,にこにこで作画配信してる,2018/10/20 9:53:42
136,ID:mYwWAsq4d,奈落の底で待てば毎秒更新されるよ,2018/10/20 10:03:35
137,ID:PrCEUZ3bd,出先でコウシンガタリされると割りとイラッとする,2018/10/20 10:08:07
138,ID:ikBCLXCw0,更新まだ？,2018/10/20 10:21:26
139,ID:2uPn6/sU0,え、更新来てるよね？,2018/10/20 11:00:55
140,ID:npgolqg90,それ以上言うと後で裸吊りだよ,2018/10/20 11:18:01
141,ID:RoBJvuRB0,コウシンガタリはみんなの期待という価値を傷つけたので清算されるべきそす,2018/10/20 11:22:30
142,ID:ztBI6jVM0,やっとこ,2018/10/20 11:28:42
143,ID:J/NK0FAi0,今年はあと一回更新きたら終わりかな,2018/10/20 11:43:54
144,ID:uAuQpwoqa,この辺りに燃焼剤を撒いた  コウシンガタリは焼き尽くさなければ,2018/10/20 12:01:18
145,ID:NBRDxhz8a,まだあああああああああ,2018/10/20 12:15:47
146,ID:1MXX4eDQp,配信見た感じ今日は無いだろうねぇ,2018/10/20 12:25:45
147,ID:JYp0jYNK0,気にしない！鉄パンならあと一ヶ月分はあるよ,2018/10/20 13:00:27
148,ID:i1GQ6vmz0,この時間にチクワが出勤してないって事は今日はないな  月曜まで全裸待機してろ,2018/10/20 13:21:14
149,ID:T6bvvYEo0,鉄パンって乾パンをさらに固くしたのを想像してるけどみなさんどうですか,2018/10/20 14:06:32
150,ID:SD/b/mp70,鉄のパンツ,2018/10/20 14:12:54
151,ID:aag5DlZG0,むっちゃ圧縮されてそうではある  あたためたらふんわりするとか、はないよね～～どんなのなのかなあ,2018/10/20 14:14:08
152,ID:RN08U7lM0,鉄のフライパン,2018/10/20 14:14:32
153,ID:EqcuOuLY0,密度が高いってことだろうから、西部時代に愛用されていたらしい岩のように硬いビスケットをイメージしてる  たぶんパンというよりクッキーやビスケットに近い携行食なのでは,2018/10/20 14:15:33
154,ID:ynLdhsQe0,貞操帯とは違う…んだよ…な？,2018/10/20 14:18:47
155,ID:uY5fxnVda,その名の通り鉄とニッケルが主成分であると推定されているそす,2018/10/20 14:19:41
156,ID:NBRDxhz8a,ドラクエの装備でありそう。  実際つけたらボッキしたら大変だろうな,2018/10/20 14:21:44
157,ID:uAuQpwoqa,貞操帯かな？,2018/10/20 14:26:59
158,ID:yX5TaP4j0,メイド　イン　アビス   マルルク　イン　アビス　？！,2018/10/20 14:31:50
159,ID:MKpVfReu0,堅パンってのはあるぞ  https://www.spina.co.jp/business/food/goods,2018/10/20 14:32:26
160,ID:HmeN3ejw0,鈍器として固いドイツパン  鋭利なクラストのフランスパン  どちらとも違う第三の固さ,2018/10/20 14:32:54
161,ID:bP94b1620,鉄の香りのパンツかな,2018/10/20 14:34:56
162,ID:DXSp7iGad,トーカは穿かされる側だな,2018/10/20 14:36:21
163,ID:eDckDNEGa,貞操帯はマルルク君が履かされてる,2018/10/20 14:53:35
164,ID:YrLyEa6C0,>>160  甘い石という表現力  https://s-k-dez.com/katapan_20160902,2018/10/20 15:07:01
165,ID:uY5fxnVda,これかな？  https://i.imgur.com/MxUJfup.jpg,2018/10/20 15:19:21
166,ID:1cGdXWsya,それはこれ  https://i.imgur.com/qsYO7p7.jpg,2018/10/20 15:20:38
167,ID:uY5fxnVda,想像してたのより柔らかそう,2018/10/20 15:22:51
168,ID:LCxWIKNtd,>>48  すき,2018/10/20 15:28:17
169,ID:RN08U7lM0,想像してたのよりうまそう,2018/10/20 15:28:29
170,ID:5inYNVdP0,>>167  これおいしいよね,2018/10/20 15:28:34
171,ID:RN08U7lM0,三角のも好き,2018/10/20 15:30:40
172,ID:LM0k0jQz0,更  新  来  た  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ぁ  ?,2018/10/20 15:31:59
173,ID:LCxWIKNtd,蚕と言えば、蚕の最低限必要な部分だけ取り出してひたすら糸を作らせ続ける機械があったな  カートリッジみたいで度し難い,2018/10/20 15:32:14
174,ID:gb0xgFe60,まあ昆虫自体が機械みたいなシステマティックな生き物だし…,2018/10/20 15:41:38
175,ID:10Mel5SW0,人類は全て私ですよ,2018/10/20 15:43:46
176,ID:ObhLi1Cza,>>174  蚕を擬人化したそんな漫画を見た覚えがある,2018/10/20 15:50:21
177,ID:nZBtDxFH0,カジャやっとつくし卿オリジナルアバターある動画みつけた  やっぱりかわいい　クグふぁもいっそす  https://youtu.be/4u-Vh4XOlXQ,2018/10/20 16:17:35
178,ID:crySf7PQ0,更新まあああああああああああああああああああああああああああああああああああああああああああ？,2018/10/20 16:21:17
179,ID:uY5fxnVda,https://i.imgur.com/0foTe1l.png,2018/10/20 16:43:02
180,ID:x7j27M9rd,アビスの世界で海面上昇が起こったらブルーホールみたいになるのかな   むしろ現実のブルーホールはアビス…？,2018/10/20 16:45:53
181,ID:SD/b/mp70,マルルクの穴だって？,2018/10/20 16:47:30
182,ID:ObhLi1Cza,>>181  オースの町全滅待ったなし,2018/10/20 16:48:57
183,ID:T6bvvYEo0,はぇーいろいろ考えてるんだなぁみんな  乾パンの缶食べたくなって買ってきてしまった,2018/10/20 16:49:16
184,ID:bP94b1620,缶を食べるのが価値の慣れ果てか,2018/10/20 16:55:58
185,ID:x7j27M9rd,数年前に話題になった、ブルーホールに潜って行ったダイバーがそのまま帰らぬ人になった事件がアビス世界の探窟家に重なったわ   これ以上はスレチだろうから、興味ある人はぐぐってみてくれ,2018/10/20 17:04:01
