スレ数,ID,コメント,投稿時刻
10,ID:C/iioFDi0,お知らせってなんやつくしぃ！,2018/12/14 13:07:53
11,ID:zPpW3YZn0,乙そす,2018/12/14 13:11:15
12,ID:4s9wng9ya,ほしゅ,2018/12/14 13:23:43
13,ID:qPE+8EF10,>>1  あなたにはたくさんの乙を贈りたい,2018/12/14 14:07:17
14,ID:aUEh23T9M,>>4  テンプレ貼ってくれる奴が1番の功労者,2018/12/14 14:23:24
15,ID:mDi3EB54d,つくし卿「年内中の投稿は無理になりました☆」,2018/12/14 14:24:38
16,ID:APopHDUMd,乙んなぁ,2018/12/14 15:00:21
17,ID:EQ0KvxgPp,ふみにじられた  わたしの  かわいそうな  かわいい  1乙,2018/12/14 15:06:14
18,ID:t2XdIiM80,>>1  乙は私にとってあまりにも大事なんだ,2018/12/14 15:12:33
19,ID:ijFoKDw+a,>>1  乙イェンメェ,2018/12/14 15:28:02
20,ID:+R1e64zl0,>>1  最大の乙,2018/12/14 15:37:24
21,ID:wrBNu7tf0,>>18  ふわかか  ふかわか  かわふか,2018/12/14 17:55:58
22,ID:q3KYJvOXa,つくし卿、ラジオゲストの告知がないんだけどキャンセルしたんか？,2018/12/14 19:31:46
23,ID:IAE0KG+ba,>>1乙卿  スレ立ての乙,2018/12/14 19:32:08
24,ID:7fmNb/BrM,殲滅卿Tシャツなら着たいかも,2018/12/14 19:36:58
25,ID:qPE+8EF10,竹書房はいい加減PCからHTML5版で漫画見ようとする404エラーになるの直せよ  いちいちUserAgent変えなきゃならんわ  PC:404 お探しのページは見つかりませんでした。  http://mangalifewin.takeshobo.co.jp/global-image/manga/tsukushiakihito/madeinabyss/00052/book/HTML5/pc.html  Android:  http://staticfilemanga.takeshobo.co.jp/global-image/manga/tsukushiakihito/madeinabyss/00052/book/HTML5/sd.html#/page/1  t,2018/12/14 19:57:21
26,ID:ecZOv5lOa,竹書房に幻滅卿,2018/12/14 20:50:31
27,ID:aJffILIZa,結局お知らせは特典とコラボのことだけかな  行動食4号気になるな   スタッフノートってどのくらいの数用意してるんだろう  コラボで売り切れて映画物販で買えないとかはない…よね？,2018/12/14 20:53:03
28,ID:vz9U/86qr,行動食4号はただのチョコを挟んだウェハースにしか見えないがw  衣にしなくてもおいしく食べられる行動食4号は行動食4号じゃないだろという気もする,2018/12/14 21:13:12
29,ID:jrsl1AJ60,壁味じゃないのか,2018/12/14 21:17:52
30,ID:73w52GhU0,味付けしてないカロリーメイトでいいのによりによってチョコレート挟むという愚行,2018/12/14 21:17:54
31,ID:pR3WveY/d,壁の味を全力で再現して頂きたかった,2018/12/14 21:18:50
32,ID:vz9U/86qr,それよりアニメシアターの上昇負荷ラテというネーミングに闇を感じる  これナナチ(成れ果て前)とミーティだけあるってことは  上昇負荷気分で顔をぐちゃぐちゃにして楽しめってことだろ…,2018/12/14 21:26:40
33,ID:zPpW3YZn0,そういうことか  気づかなかった,2018/12/14 21:37:58
34,ID:IAE0KG+ba,なんという度し難い発想でしょう  素晴らしい…素晴らしい…,2018/12/14 21:40:03
35,ID:D7wAOctVa,ストーリー感じさせる絵で面白いな  http://miabyss.com/images/movie01/present/p_001.jpg   >>33  http://miabyss.com/images/event/011/p_102.jpg  （アカンｗ）   てか結構前からラテアート自動で出来るマシンあるのな,2018/12/14 21:49:07
36,ID:PwFLljr10,壁の味じゃないなら行動食4号改とか5号に名称変えないとあかんでしょ,2018/12/14 21:50:14
37,ID:AFW/HIjfd,逆に考えるんだ  リコサンは壁が不味いとは言っていない,2018/12/14 21:52:14
38,ID:r4CmKCk20,まだラテアートだから良心的  荒く砕いた果物のスムージーとかだったら…,2018/12/14 21:59:42
39,ID:AFW/HIjfd,マルルクのホットミルク,2018/12/14 22:03:15
40,ID:AZwoxKBD0,前後同時に見に行こうかと思ってたけど色紙ほしいな  後編でナナチ色紙あるだろうけどランダムだと困るなぁ  というか二種類以上ありそうだし後編だけ複数回見に行くことになりそう,2018/12/14 22:10:14
41,ID:VZj06vXAd,度し難い  度し難いぞ配給会社,2018/12/14 22:24:00
42,ID:pcsOgm4ya,アビスカフェ  なぜリコイメージのドリンクなのに  血尿の色じゃないんだ…？,2018/12/14 22:47:33
43,ID:nQLdje370,よくあるキャラもの飲食だと「可愛くて食べられな～い」とかネタになるのに  メイドインアビスではラテアートの顔を崩して飲むのを楽しむんですよ,2018/12/14 22:49:24
44,ID:wrBNu7tf0,>>31  1分の1行動食サイズのカロリーメイトとかアガるな  絶対完食出来ない自信があるが  目盛り毎に違う味とかならお得感あるけど  やおきんにうまい棒壁味を作らせた方が売れそう,2018/12/14 22:50:52
45,ID:dWfg+Ve50,新宿シアター限定マグカップいいなぁ  ソロキャンプに持って行って成れ果てたいわ,2018/12/14 22:56:16
46,ID:WS2de1Lp0,行動食4号に見立ててカロリーメイト食うのが最近のマイブームだから是非全力で壁味を再現したカロリーメイトが食べてみたいものだ,2018/12/14 23:10:32
47,ID:h88tFYozd,更新まで暇つぶしにコミックガンマの別作品見てみた  彼岸の唄絵うまいなあと思ったらLOの元イラストレーターか  ツイによればホラーは苦手で行き詰まってるようだ ホラーじゃない別作品は今日読んだら普通に面白かった もったいねえ  スレチ失礼   てかコミックガンマ、ホラーというかグロいというか精神的にくるの多くない？  はっきり言ってそれのせいで全体的にマイナー臭がすごい  メイドインアビスがたまにやり過ぎなくらいグロいのも編集の方針なん？,2018/12/14 23:20:06
48,ID:C/iioFDi0,まず大塚製薬に入ろう,2018/12/14 23:20:20
49,ID:h88tFYozd,>>47  なぜかわからんがイメージできるんだよなあ壁味  うまい表現だよなあ壁味,2018/12/14 23:28:39
50,ID:hRBKBXvPa,なんか埃っぽいジャリジャリした触感を連想する,2018/12/14 23:30:37
51,ID:L5nystFA0,>>48  ぶっちゃけた話、エログロホラーはストーリーの質が低くても売れやすいから一線級の作家を集められない出版社がよくやる手なのだ,2018/12/14 23:37:48
52,ID:zj3gxOZq0,>>48  前につくし卿が「その展開だと読者が嫌な気分になります」と編集によく止められるって言ってたからどうかな  その割にコミックガンマの別作品はエグすぎて嫌な気分になる描写多いんだよなあ,2018/12/14 23:42:15
53,ID:0boQo6gad,>>52  そうなのか  そういえばコンビニの無名作家ばっかりの廉価本とかエログロホラーばっかりだ  それにしても連載陣の半分くらいが血みどろなサムネというのもどうなんだろうか  売れ線狙うならせめて飯とか猫とか,2018/12/14 23:53:19
54,ID:HMkvGyh10,思ったんだけど、HUNTER×HUNTER休載始まったじゃん。  つくし卿、ジャンプに移籍すればいいのに。,2018/12/14 23:54:25
55,ID:vz9U/86qr,素人作のフリーゲームとかでもエログロホラーばかりやたら多いし持ち上げられてるから  そういうことなんだろうなと思う,2018/12/14 23:55:56
56,ID:0boQo6gad,途中送信してしまった  売れ線なら飯とか猫とか他にもあるだろうに(もちろん多少は企画捻ってほしいけど)  一番は作者の個性を引き出すことだけど,2018/12/14 23:56:23
57,ID:hRBKBXvPa,ジャンプに移ったら無駄な引き延ばしの末に人気落ちたら適当に打ち切られるがよろしいか,2018/12/14 23:56:50
58,ID:DeylKjMNp,アビス白笛トーナメント開催！？,2018/12/14 23:59:52
59,ID:gm6JAD340,ジャンプだとやりそうねｗ,2018/12/15 0:01:40
60,ID:x1o/jV8k0,遠距離から岩ぶん投げ戦法でオーゼンさん優勝,2018/12/15 0:02:55
61,ID:PUuAsgSx0,リコ「私はまだ下り始めたばかりなのよ このアビス坂をよ」   末完ッ！,2018/12/15 0:25:14
62,ID:PUuAsgSx0,>>40  ホットマルルクに空目したが  ホットマルルク、とても良い響きだ  ホットマルルク、温かなマルルクのかたまり,2018/12/15 0:30:06
63,ID:I/xp8HRh0,マルルクは体温高そう,2018/12/15 0:49:18
64,ID:bm74x4n50,>>57  作者の個性を引き出しすぎるのが一番の悪手なんだよ、書き手が未熟な場合に限っては……テンプレっていう鎧を着せて統一してやった方が見られるものになる(統計的な意味で)  飯とか猫とかをやらないのはサイトカラーを揃えてターゲットを明確にするためだろう   アビスはぶっちゃけあの中だと売り上げ知名度共にダントツだろうから、他の漫画とは編集者の方針が違ってもおかしくない,2018/12/15 0:53:18
65,ID:nKaBaVmPa,ポプテピとかいう違う方面で過激な漫画も知名度はかなり高いだろうが売り上げはどうなんだろうね,2018/12/15 1:06:58
66,ID:2KChq8fn0,Web漫画の広告なんかもうんざりするくらいエログロばっかりな気がするね  その方がクリックされやすいデータがあるんだってね,2018/12/15 1:18:55
67,ID:bm74x4n50,>>66  あ、なんか少ない方の一覧見てたわ  ポプテの他にもラーメン大好き小泉さんとか有名作はちょくちょくあるのね  Web漫画は各所に同時並行掲載してること多いから大元がわからん,2018/12/15 1:27:51
68,ID:VX9H0mDP0,>>55  それはバスタードがジャンプに移籍すればいいのにって言うような無茶振り  なぜ掲載拒否されてたらい回しにされたのか考えてみよう,2018/12/15 3:25:50
69,ID:F0/a6I0OK,>>64  こどもは実際体温高い。だからナカもホカホカで大人よりあったかくて具合が良いらしい,2018/12/15 5:21:20
70,ID:GNZXtENl0,>>55  週刊誌で連載してる人達は化物だよあの人達変態だよ俺絶対無理だよ  みたいな事生放送で言ってたから本人が絶対行きたがらないだろうな  読者としても打ち切りレースや引き伸ばしに内容左右されるよりは自由に描いて欲しい,2018/12/15 7:17:27
71,ID:PUuAsgSx0,生見る限り絵を描くスピードは週間漫画家に負けないくらい速いんだけどね,2018/12/15 7:56:21
72,ID:HXsDZOkV0,書き込み多いから無理でしょう  今のクオリティ落としてほしくない,2018/12/15 7:57:54
73,ID:VX9H0mDP0,ジャイ藤キック先生の職場見てるとアシスタント20人ぐらい居たし、アシが殆ど作画やってる様な人も居るから、比較にならんと思うけどね  有名どころで赤松健が一時期連載中止した時期、メインアシが辞めて同人誌で内情暴露してたってのがある  RANって人の同人誌が馬鹿みたいに売れてた,2018/12/15 8:16:42
74,ID:AfGSunRB0,そもそも何のトラブルも無いのに他誌に移籍とか有り得るのか,2018/12/15 10:30:28
75,ID:UwfWGjArr,週刊誌いったらクオリティめっちゃ下がるぞ,2018/12/15 10:33:31
76,ID:AIehAT5Z0,週刊誌(月１連載),2018/12/15 10:37:10
77,ID:I/xp8HRh0,週刊誌で月1でガンシャしたクオリティは高いマンガありましたね,2018/12/15 10:41:08
78,ID:UyRZH494d,つくし卿の生,2018/12/15 11:14:31
79,ID:N5wGA/NWa,ちっ  マアアさんのケツを強調した色紙はねーのかよ,2018/12/15 11:57:52
80,ID:d2w+ddx40,ぐぐったら>>36のと違うコラボカフェの詳細が出てきた  https://collabo-cafe.com/events/collabo/madeinabyss-machiasobi-cafe2019/   マルルク…ヨーグルト…,2018/12/15 12:36:20
81,ID:0ZXtmxz40,戦闘用祈手の素体どこかに転がってないかな,2018/12/15 12:36:54
82,ID:VwVkEHPTd,>>80  原作未読組がナニコレってなるやろw,2018/12/15 12:38:31
83,ID:VX9H0mDP0,>>75  マリアナ伝説とかオルフィーナとかはやて×ブレードとかかな  角川系は常にトラブル起こし続けてると言う見方もあるけど,2018/12/15 13:13:56
84,ID:TSqcqVVUd,マルルクの…ヨーグルトとミルクの優しい甘さのドリンク…,2018/12/15 13:18:43
85,ID:rGdw8zZB0,なにがなるほどやねん,2018/12/15 13:27:20
86,ID:I/xp8HRh0,逆輸入されそう,2018/12/15 13:30:26
87,ID:Tu+9CupUd,つくし卿ｪ…,2018/12/15 13:46:31
88,ID:cKrkeEam0,マルルク飲みたい,2018/12/15 13:51:49
89,ID:0ZXtmxz40,ヨーグルトサーバーから直飲みで,2018/12/15 13:53:38
90,ID:nKxka6AF0,逝かせないと飲めない仕様,2018/12/15 14:18:11
91,ID:cWUdQnpS0,30日更新より、20日更新の方が盛り上がると思うよ  年末の10日間メイドインアビスの話題で読者を楽しませた方がいい  年が明けるとどうでもよくなるからね   そういうとこだぞ,2018/12/15 14:25:28
92,ID:VX9H0mDP0,>>92  どうでもいいと言うか忙しくなる  休みは休みだが他に観たいものが沢山あったり引っ張り出されたり  つくし卿もツィートする暇もないだろうしね,2018/12/15 14:44:03
93,ID:dNo2eMic0,傲慢すぎて草,2018/12/15 14:46:51
94,ID:TSqcqVVUd,https://imgur.com/a/Ic89063,2018/12/15 14:59:54
95,ID:FihDVuTbr,ナナチ「ボ、ボンドルド！　ミーティ激しくしないで！」　ボンドルド「素晴らしいですね……」ﾌﾞﾁﾌﾞﾁﾌﾞﾁ   ナナチ「あ、あぁ～ッ！」　ブチューブチュー！   ボンドルド「はい、今日の実験は終わり。お疲れさまでした」   ナナチ「うぅ……な、なんてことを……」   数週間前、念願のアビスに就職したのだが、『このままではアビスの夜明けをみることができない』  という懸念の声があり、結果、子供たちを定期的に実験台にしてカートリッジを作成するようになった。しかしボンボルドはなんだか  ミーティのことに興味深々みたいで、いつもいつも笑顔でミーティンﾌﾞﾁﾌﾞﾁして、ミーティイタイイタイなのだった。,2018/12/15 15:12:26
96,ID:iHzARt1i0,んなぁ……残酷だなぁ……,2018/12/15 15:17:50
97,ID:I/xp8HRh0,続きも書いてくださいねナナチ,2018/12/15 15:43:42
98,ID:zjZZF/bz0,ﾌﾞﾁﾁﾁってなんだよ、処女膜破いてる音か？,2018/12/15 16:22:05
99,ID:FLAiHOzm0,そこよりミーティンにツッコめ,2018/12/15 16:28:50
100,ID:m2TD101pa,アビスに就職とかいうパワーワード,2018/12/15 17:54:21
101,ID:L5UQY0Mhd,ナナチとの間に子供産んで  自分と子供達全員でナナチ抱きつきたい,2018/12/15 18:21:35
102,ID:iHzARt1i0,>>102  女の子？,2018/12/15 18:24:13
103,ID:Q+rk4qII0,ナナチを増やすためなら男も女も関係ないのだ,2018/12/15 18:26:42
104,ID:BkKqpNDU0,ナナチンコの貴重な産卵シーン,2018/12/15 18:31:45
105,ID:R9p9OV31a,ナナチは卵生？胎生？,2018/12/15 18:32:26
106,ID:vVqxYBcxp,戸棚の裏はナナチの卵でいっぱいだ！,2018/12/15 18:33:11
107,ID:MxTFvly4d,ナナチスレよりナナチスレしてる,2018/12/15 18:47:59
108,ID:1V9osnDba,ふっきったように見えてミーティコピーを見たら一瞬で落ちてしまうナナチ   一方血まみれになろうが腕へし折ろうが泣き声も言わず帰りたいとも言わずひたすら突き進む人外の精神力のリコさん…   このデコメガネの覚悟完了っぷりほと謎やな,2018/12/15 18:51:59
109,ID:iHzARt1i0,強化外眼鏡,2018/12/15 18:56:46
110,ID:FihDVuTbr,リコの目は祝福説あるけど  メガネなくなったらリコじゃないな,2018/12/15 19:09:32
111,ID:6TR3PL26d,リコはあと2、3年経てばいい感じになる,2018/12/15 19:13:53
112,ID:1V9osnDba,>>112  そこまで生きてるかマジでわかんねーぞこのペースで無理してたら,2018/12/15 19:15:16
113,ID:nYGz+eNQ0,>>113  一応主役だし…,2018/12/15 20:24:05
114,ID:IPdf/LYNd,リコの精神力、レグの戦闘力、ナナチ  全て合わさり最強に見える,2018/12/15 20:35:40
115,ID:sKr3DPd10,今日のニコ生でつくし曰く   担当「リコの髪切っちゃって大丈夫ですか？人気落ちたりしない？」  つくし「元から人気ねえだろ！」   というやり取りがあったらしい,2018/12/15 20:51:06
116,ID:R9p9OV31a,かつてこんなに作者から酷いこと言われた主人公がいただろうか…,2018/12/15 20:56:32
117,ID:QDQBxD+y0,リコさんは覚悟決めて10年ほど歳をとらせよう,2018/12/15 21:02:24
118,ID:BkKqpNDU0,次にリコが売る物は自分の若さか  ホラー小説でそんなネタあったな,2018/12/15 21:16:53
119,ID:2KChq8fn0,それより右手もいこう,2018/12/15 21:16:54
120,ID:nKxka6AF0,>>119  処女でしょ,2018/12/15 21:24:57
121,ID:0ZXtmxz40,レグの貞操が,2018/12/15 21:25:56
122,ID:I/xp8HRh0,リコさんは自分の人気と引き換えにナナチを延命させている聖人だから,2018/12/15 21:28:38
123,ID:7W4R4lwT0,リコさんは髪切った方がキャラ立ったね  探窟家らしくなったよ,2018/12/15 21:48:05
124,ID:7swnAtSya,>>119  夜市かな？,2018/12/15 21:51:38
125,ID:BkKqpNDU0,>>121  それは既にレグが失っているから・・・,2018/12/15 21:51:40
126,ID:vVqxYBcxp,「ほ」で始まる何か,2018/12/15 21:57:05
127,ID:E9DQEybr0,方天画戟？,2018/12/15 21:59:34
128,ID:TSqcqVVUd,包茎？,2018/12/15 22:06:24
129,ID:sKr3DPd10,ナナチとミーティの代わりにレグのアソコの皮を手に入れるベラフ？,2018/12/15 22:08:55
130,ID:jvic7t0l0,リコさんが髪切ったときの引きは滅茶苦茶かっこよかったよ  将来的に欠損フェチや義足義手フェチの票を獲得できるポテンシャルもある,2018/12/15 22:45:38
131,ID:FLAiHOzm0,実際リコサンは短髪の方が似合ってるし可愛い,2018/12/15 22:54:14
132,ID:C/RADhRV0,（θωθ）んなぁ…？,2018/12/15 22:55:50
133,ID:R9p9OV31a,ナナチハウス近くで温泉に入ったときの髪縛ったリコさんは過去最高に可愛かった   あれがもう見れないのだけは残念,2018/12/15 23:00:07
134,ID:AdgQQM5Xd,>>134  同志,2018/12/15 23:20:33
135,ID:oEtLYdIp0,作中でも何も考えてなさそうとかディすられ慣れてるからへーきへーき,2018/12/16 0:00:29
136,ID:dcAnZE9X0,>>109  ラストダイブに白笛が必要なことを事前にオーゼンに聞いていたにもかかわらず  「行けば何とかなると思ってた」やぞ  初めは「お母さんに会いたい」だったのに  「それ建前な気がする 今は奈落の底で待つのが誰か知りたい 皆と冒険を続けたい」やぞ   呪い避けの箱で甦った影響か  確実にアビスの底にいる存在に呼ばれてる(操られてる？)やろ,2018/12/16 0:24:34
137,ID:MmEij9Ix0,>>137  レグが来たんだしルートはあると思うじゃん？  いざとなったら息止めて潜る手もあるし  永遠に息の根が止まる可能性大だが,2018/12/16 0:32:36
138,ID:ETHPrjf2a,リコさんはチンコ生えた方が人気出ると思うの,2018/12/16 0:32:49
139,ID:iKmGOGiaa,>>139  それだとオーゼンさんのところで捕まってマルルクとお師さまの一生肉奴隷コースになるからダメ,2018/12/16 0:46:00
140,ID:KTSkhguoK,ふたなりか  ふた×ショタもジャンルとしては成立してるし、アリやな,2018/12/16 0:46:26
141,ID:inic54TF0,リコさん短髪可愛いけど、アニメでは髪で乳首隠しという大きな価値があったので、その点については心配ですね。  ここしばらく胸側の露出ないけど。,2018/12/16 0:54:39
142,ID:dcAnZE9X0,このマン読んでたら池田エライザがメイドインアビスを1位に推して  コメントが「この星で生きているということを豊かにしてくれる作品」やと  ガチだなこの人  ライザが転生でもしたんか？,2018/12/16 0:58:00
143,ID:xRPlE5yj0,髪切ったリコさんだけど、特級遺物のビーストランスを拾って  ライザを凌駕する戦闘力と長髪化を得るよ   ・・・まあ、リコさんは好きだけど他に魅力的なキャラが多すぎて  人気投票が一票かぎりだったらちょっと入れないかな・・・,2018/12/16 2:15:50
144,ID:MmEij9Ix0,>>144  リコさんだったら3本ぐらい入るよ,2018/12/16 3:02:00
145,ID:m22KjnYa0,痛みにはつおくなったリコさん  破瓜くらいは屁みたいなもん,2018/12/16 3:07:19
146,ID:iKmGOGiaa,リコさんはレイプされても平気で逆襲してきそう  相手の尻にクオンガタリの卵ぶちこんできそう,2018/12/16 3:12:22
147,ID:z4Jw2nk10,痛みがダメなら快楽で堕とせばいいじゃん,2018/12/16 3:23:07
148,ID:MmEij9Ix0,「こういうのは早めに壊しておいた方がいいのよ？」,2018/12/16 3:23:08
149,ID:vsv3crC3r,リコさんのおじぎするたび相手に髪をべしっとぶつける芸が好きだった同志はおらんのか？  短髪かわいいけどあれなくなったのは寂しい,2018/12/16 5:46:35
150,ID:sjloyplI0,これ以降はおじぎする相手が居ないからええやろという判断,2018/12/16 6:04:11
151,ID:5wk+dovp0,先導卿「お辞儀をするのだ」,2018/12/16 6:38:00
152,ID:mqrgS5hfd,カジャは一房もらったと言っていた  ツインテは二房だ、つまりリコさんはもんすごい価値をまだ持っているということ。,2018/12/16 7:39:12
153,ID:SN/vVlNpd,>>150  正直どじっ娘アピールうざかったからええわ  リコさんはあの頃のような鈴つきやない  もう立派な(？)白笛やということやろ  そういえば昔と比べてだいぶ逞しくなった気が,2018/12/16 7:40:08
154,ID:TAm2pXkUa,ナナチんちん  ミーティンティン,2018/12/16 8:51:23
155,ID:dcAnZE9X0,>>153  まあお母さんの手記と交換用かな,2018/12/16 9:12:25
156,ID:xCaOdiK1a,あの大掛かりな仕掛けに使ったんだろ,2018/12/16 10:28:34
157,ID:dCGxh34Jr,リコさんにはまだ髪がある  まだまだ価値は計り知れない,2018/12/16 10:53:26
158,ID:f4SECVmY0,リコさんとはアメリカンなたのしいエッチができそうですね,2018/12/16 11:34:41
159,ID:e2ymVuGJr,丸坊主リコさんはあり？,2018/12/16 11:44:50
160,ID:F2OmSkR80,リコの白笛はオースの街公認なのか？   ぼっさん一味ぐらいしか見てないが・・,2018/12/16 12:01:00
161,ID:MmEij9Ix0,>>157  あれそんな大した額にも見えないしオオガスミ討伐で十分お釣り来たでしょ  もう相当な額稼いでるんちゃうかな,2018/12/16 13:07:12
162,ID:3X4PxfvV0,>>161  ぼの字の言葉は真実になるから  ぼが伝えていればオースの街でも認められるんじゃね,2018/12/16 13:41:40
163,ID:rQgfk9yO0,>>163  ボっさんは誤魔化すだろ  色々と表沙汰にしたらヤバいことだらけ   その気になればリコを地上に送り返すことも出来たし、  戦いを避けることもできた   でもそうしないでレグを手に入れるために戦った結果が  イドフロント半壊＆黒笛祈り手多数死亡だから  イドフロントの管理者としても大きな失態   リコのことはオーゼンがリコに伝えたような、  白笛だけに伝わる口伝になるんじゃないの,2018/12/16 13:53:39
164,ID:csJth1iZr,ライザー掘削  https://www.jamstec.go.jp/chikyu/j/about/drilling/drilling.html,2018/12/16 14:02:29
165,ID:7o8UFMQqD,全然関係ないのにやたら絡めてくるのってキモいんだよ  アニオタかよ,2018/12/16 14:39:30
