スレ数,ID,コメント,投稿時刻
39,ID:ko9aADAl0,◆悠遠語考察  ハディマエ:ああ、おっと、感嘆符も表している  インデブ:嘘のようだけど本当(6割)、感動(4割)  ハニいすく・ハニースク:寝床とヒトの食事 、おやど  ジャコぷふ:頼む(4割)、特別(3割)、刺激(3割)  イルぶる:村(5割)、揺りかご(4割)、母(1割)  コンぼす:了解  マェン:甘めの肯定(そうだよ、程度？)  ンガム:甘めの否定(違うよ、程度？)  イェンメェ:ありがとう(8割)  リェゾーチ:ごめんなさい  ミミウ:ちょっと失礼  ファモ:またね  ラホッス:してほしい、おねがい  サンサイカ:行きたい  ケフケフェリ？:どのくらいの価値？  ｼｭｶｴｲｷﾞｨﾂｺﾞｯｼｭｿｽ:私を買うと破産します  ｺﾌﾞﾁｬｯｷｭｳｼﾞﾝｼｰﾂﾌｧｯﾌ:君はロボとふわふわを知っているか？  ﾗﾎｯﾁｭｿｽｼﾞﾝｼｰﾂﾌｧｯﾌ:ロボおよびふわふわを求めています  んガンガ:いやその  までぃも:わかんない  めんメェ:おいで  ハグン:けむり  ハク:たからもの  ブルーそう:こんにちは  クグふぁもホンでいっそす:こどもはかわいいですね  ファッツェンぶれェ:いくぜ皆のもの  インデまぇン:もちろんだよ  ウィーゴリィイー:押さえつけて  サゾンファッツ:鉄線隊  メポポホン:居眠りさん  クベキャサス:焼いた材料(クベク)すする(ヤッサス),2018/10/30 15:10:32
40,ID:GOquCjop0,更新まああああああああああああああああああああああああああああ!!!!!!!!!!!？,2018/10/30 15:48:42
41,ID:d0rr9ykG0,落ち着けよ…  まだ7時間もあるじゃあないか……,2018/10/30 16:44:59
42,ID:fP64iS6G0,ワッチョイありで立てれる人は建てたほうがいいと思う  無しだとすぐ荒らされて雰囲気悪くなるし実際に悪くなった板を嫌という程見てきたし,2018/10/30 16:49:49
43,ID:DB+A+5t10,午後5時更新だな,2018/10/30 16:50:35
44,ID:RqVYNuMw0,ナナチの手の先は肉状の指先なのか  硬い爪なのか,2018/10/30 16:54:05
45,ID:5h7ZQg9C0,◆新規固有名詞 (暫定)  ドグープ:目の奥(血の家？)  ファプタ:姫  メディポー:楽器  メディポトゥート:ヒト結晶の楽器   ◆えろこさんテンプレ  7巻P156　ヴエロエルコの重なった文字解読  https://i.imgur.com/LhiesoQ.png  「踏みにじられた」「わたしの」「かわいそうな」「かわいい」   ◆劇場版テンプレ  劇場版総集編　【前編】旅立ちの夜明け  2019年1月4日（金）公開   劇場版総集編　【後編】 放浪する黄昏  2019年1月18日（金）公開   ◆履歴のグラフ化  https://i.imgur.com/595JZMz.png  https://i.imgur.com/VzwWw8y.png  https://i.imgur.com/MP3i2BZ.png,2018/10/30 16:58:51
46,ID:knrq6TT30,>>45  あれは指で、先っぽに丸い平爪があるんじゃなかったか？,2018/10/30 17:05:30
47,ID:5h7ZQg9C0,先端の平面だけが爪  指は毛に埋もれてる部分も含めて非常に器用,2018/10/30 17:07:09
48,ID:yCqa64V90,テンプレ乙そす   テンプレのシェイプアップは考えてもいいかもね  上昇不可と悠遠語時点は無くすなり画像にするなりして良さげ,2018/10/30 18:32:44
49,ID:joGKHzjJ0,更新が近いってのはウソだったの？,2018/10/30 18:42:30
50,ID:ixLCfGxD0,ヘッドセット着けて原稿描いてるとか頭痛くなりそう,2018/10/30 18:43:47
51,ID:UREJbJxT0,終末が近いって言ったまま2000年経過した宗教もあるんで,2018/10/30 18:44:06
52,ID:NazDwYlE0,行進した,2018/10/30 18:45:09
53,ID:rJXY53gt0,更新が近いと言ったな…あれはウソだ。,2018/10/30 18:50:46
54,ID:I9t5zsDF0,わたしたちを…だましてたの…？,2018/10/30 18:53:57
55,ID:40ADGLHd0,>>30  そのいつまでも憧れが止まらない姿勢、全然嫌いじゃない,2018/10/30 19:13:58
56,ID:s3kV87UM0,次の更新は1月の可能性,2018/10/30 19:56:44
57,ID:RkN+l9wJ0,FGOイベント周回の合間に,2018/10/30 19:59:43
58,ID:5h7ZQg9C0,>>49  悠遠語が一番変更が激しいので画像はNG,2018/10/30 20:44:04
59,ID:XmYywF4u0,次の年に踏み入る準備は整いました。共に更新延期を見届けましょう,2018/10/30 20:47:37
60,ID:uVxghL9B0,さすがに年内には来るやろ…,2018/10/30 20:52:13
61,ID:pXToOPjT0,ボリビアの首都ラパスってまるでオースの街みたいだな,2018/10/30 20:52:51
62,ID:aB14X31S0,> 更新前日はネタバレが発生するので見たくない人は退避推奨。  > 単行本未収録の一部は無料で読めます。   テンプレ1のこの部分はもう要らない、特にネタバレ云々は過去のサイト仕様によるものだったので現在は無いし,2018/10/30 21:06:51
63,ID:TfHvaUPf0,月一は来てください  おなしゃす！,2018/10/30 21:25:26
64,ID:knrq6TT30,なんて良く訓練された成れ果て達だ,2018/10/30 21:34:05
65,ID:lSEeU5Dd0,>>64  月一とかさすがに無茶だろ…  せめて二月に一回ペースくらいでどうだろう,2018/10/30 22:17:48
66,ID:TfHvaUPf0,じゃあそれでいいです…,2018/10/30 22:21:32
67,ID:+DJ2YpUu0,ンナギと一緒だよ  極上の逸品料理はじっくり待つもんだ,2018/10/30 22:30:34
68,ID:huyf26MN0,濃いカルピスをちょっと飲むか、薄めたカルピスを沢山飲むか,2018/10/30 22:35:49
69,ID:b3CEWGgE0,ンナァ…,2018/10/30 22:43:02
70,ID:LEEQhsJl0,レグの濃いカルピスなら飲みたいそす,2018/10/30 22:44:52
71,ID:qNDNz7Gn0,>>71  もちろん、チンカスのことだよね？,2018/10/30 23:08:20
72,ID:VYA3n3ud0,来年までお預けされたらおかしくなっちゃう……,2018/10/30 23:09:05
73,ID:p//M34/W0,じゃあ俺はマルルクピス,2018/10/30 23:17:35
74,ID:xGxmLp0e0,ちなみにカルピスはカウピース(牛の小便)っぽい発音で英語圏だと敬遠されるとかなんとか,2018/10/30 23:21:15
75,ID:5h7ZQg9C0,トニックorトリートメント！  ヘアケアしないと脱毛しちゃうぞ！,2018/10/30 23:29:40
76,ID:SOIF51ca0,更新きてなぃぃぃぃぃぃいいいいいいいいいいいい,2018/10/30 23:30:55
77,ID:8P1TGxC10,10月30日はあと30分もあるんですよ  更新を祈りましょう,2018/10/30 23:32:19
78,ID:FOXzhvX70,ふっ、違げぇねぇ,2018/10/30 23:53:35
79,ID:LgXOO5gP0,んなぁ！今日更新じゃん！,2018/10/30 23:55:53
80,ID:p//M34/W0,更新おめでとう,2018/10/30 23:59:14
81,ID:PY//AG+j0,更新どうなった？？,2018/10/31 0:12:50
82,ID:7qoQTXnD0,>>82  そんなものは無い,2018/10/31 0:18:19
83,ID:HXJDbHKS0,この辺一帯に燃焼剤を撒いた  コウシンガタリが現れたら容赦なく焼き尽くすぞオラァ,2018/10/31 0:22:45
84,ID:6pMZf90P0,お前ら更新来たぞ！！こんな時間でも来るもんなんだなぁ,2018/10/31 0:24:57
85,ID:q036eBi/0,更新が来ないせいで成れ果ててきたもう耐えられないマルルクのマルルクに楔打ち込んでやる,2018/10/31 0:32:37
86,ID:2mpVPaIl0,マラルクどうしたの？,2018/10/31 0:36:13
87,ID:g1YSlUi70,更新がこぼれちゃう…,2018/10/31 0:47:13
88,ID:yXf/+puP0,マルルク殴りたい 殴りたくない？,2018/10/31 1:50:41
89,ID:yzjs+vFE0,マルルクのマルルク棒で殴られたい,2018/10/31 1:58:29
90,ID:j0cnIqbH0,次の更新の日付を教えてくれる特級遺物,2018/10/31 8:24:38
91,ID:EEz0s/Yh0,更新は2000年後です,2018/10/31 8:30:14
92,ID:m6ShzITN0,>>92  マジかよ早く村行って成れ果てなきゃ,2018/10/31 8:43:11
93,ID:pFGANfCx0,パパ…私…更新が見たい…一緒に…,2018/10/31 8:43:46
94,ID:NSoIzwm40,もっと深層に近づけば次の更新なんて10分後だぞ,2018/10/31 9:54:59
95,ID:QQNayqQ40,コウシン…コウシン…ｽﾞﾘｭ…ｽﾞﾘｭ…,2018/10/31 10:22:24
96,ID:gb+Bf+gH0,その10分後の世界にいくためには一回上昇しないといけないのでは？,2018/10/31 10:22:46
97,ID:3AbKMvD10,コウシン・・？,2018/10/31 10:47:34
98,ID:PgUkCDCU0,んなぁ！昨日更新じゃん！,2018/10/31 10:50:00
99,ID:uHsAgiYP0,>>92  んなぁ！730485日後に更新じゃん！,2018/10/31 11:03:29
100,ID:EncAnF7Ja,もうダメみたいそす,2018/10/31 11:32:07
101,ID:Hj6lSocI0,白笛とは自ら更新を探し求め、アビスの深層へと至った&#64091;……   ていうか、よく考えたらボ卿の別働隊もラストダイブしてておかしくないよな  むしろ人数いるのにあれより下に降りない理由がない気がする、イルぶるより下に降りた隊もあるのでは,2018/10/31 11:32:40
102,ID:EncAnF7Ja,つくし卿は奈落の底で漫画かいてるのかな,2018/10/31 11:36:26
103,ID:ha9mT5z80,ﾄｺ  へぇ 初めてきたけどいい村じゃないの……,2018/10/31 11:39:11
104,ID:S2gXgnqv0,原稿ができてても伝報船がなかなか地上まで届かねえんだ,2018/10/31 11:40:33
105,ID:uZOy+7gF0,精神と時の部屋を提供してあげたい,2018/10/31 11:48:53
106,ID:3AbKMvD10,そうか。つくし卿は下層にいるから時間の流れが,2018/10/31 12:06:13
107,ID:fCK+j8D00,>>102  降りられない理由があるかもな  門番とかいるらしいし,2018/10/31 12:12:16
108,ID:JR3hf/QB0,ファプタの一部でいるブルをナナチ村に変えるぞ,2018/10/31 12:15:26
109,ID:LnAR7p5M0,レグが旅を続けられなくなるのでダメです,2018/10/31 12:24:26
110,ID:UDLg+AgL0,更新は再来年か…,2018/10/31 12:39:03
111,ID:m3sgZgMU0,31日って実質30日みたいなとこあるし今日更新あるかもね,2018/10/31 12:43:09
112,ID:cHgoKezz0,ゼロカロリー理論やめろ,2018/10/31 12:44:37
113,ID:TbBrk63J0,ナナチを気球に縛ってオースの街まで飛ばしたい,2018/10/31 12:45:15
114,ID:VqgfH6XR0,メイドインアビス 実写ドラマ化決定  主演は香取慎吾,2018/10/31 13:55:40
115,ID:2yZ5XRHY0,慎吾ちゃんまた女装するの？,2018/10/31 14:11:49
116,ID:A84BCS6q0,つくし卿が深層で大量に描いて伝報船で上がってきた泡の集結作がメイドインアビスそす,2018/10/31 14:18:42
117,ID:YwbKX07u0,>>106  あんな何もない場所でカンヅメとか  つくしん坊が枯れちゃう,2018/10/31 15:58:27
118,ID:6+B+cM7a0,ショタケモを同伴させれば,2018/10/31 16:10:16
119,ID:j0cnIqbH0,ゾアホリックでつくし卿と精神が繋がれば更新を待たずしてストーリーが先読みできる,2018/10/31 16:22:02
120,ID:RD3dUfqA0,ハロウィンで思いついたけど、今まで作中でお菓子の描写ってなかったよね？  ナナチをお菓子攻めして昇天させたいｗｗ,2018/10/31 16:22:03
121,ID:cyCUPm8p0,またniconicoでオウフ生放送やってるぞー  でまたモザイクだけど,2018/10/31 16:33:53
122,ID:wynWWKrE0,>>121  壁味のクッキーならいっぱい有りますよ,2018/10/31 16:37:53
123,ID:fxxRm1Pi0,あの行動食って美味しくない南部せんべいみたいな食感なのかな,2018/10/31 16:49:04
124,ID:DrNhPrmj0,私は遠慮しておきます,2018/10/31 16:53:14
125,ID:1W6Wg80u0,南部せんべいを愚弄するか  ワシの好物だ,2018/10/31 16:54:23
126,ID:zg4qdl+k0,僕は得体のしれない物よりラフィーに辛し饅頭の方がいい,2018/10/31 16:57:39
127,ID:RxlbUt8C0,おにぎりの具もリコ達子供にはツラいほど辛いみたいだしここ一番辛いものが食べたい人達なのかな  あるいは香辛料を調合したカレー風味って事なのか,2018/10/31 17:00:26
128,ID:UNrlIgit0,つらい？つらい？,2018/10/31 17:21:57
129,ID:iDt+k/KN0,つくしｧ！更新日にヨレてんじゃねーぞ！コラ！,2018/10/31 18:03:34
130,ID:6pNMqQ7G0,つくしあそばせ,2018/10/31 18:06:33
131,ID:EvJUShle0,まああああああああああああああああ！,2018/10/31 18:11:25
132,ID:3w5fYoA90,んなあぁあああああああああああああ！,2018/10/31 18:21:01
133,ID:VqgfH6XR0,なれはてワズキャンかっこよくてすき いいね！,2018/10/31 19:01:37
134,ID:fxxRm1Pi0,ワズキャン触手見えてるぞ,2018/10/31 19:14:11
135,ID:BcFC/6+e0,ネトフリへのあこがれが止まらない,2018/10/31 20:35:00
136,ID:lG6Sy5+70,つくし卿はお金持ちになれてるんだろうか？,2018/10/31 20:40:55
137,ID:K2pNl7Wd0,つくし卿の求めてるものはお金で買えるけど買ったら逮捕されるものだから……,2018/10/31 20:45:02
138,ID:gb+Bf+gH0,アニメ化で3倍になったとかなんとか,2018/10/31 20:48:43
139,ID:3idEmoug0,前はもやししか買えなくて値段ばかり高いレタスを憎んでいたが  今はレタスが買える、レタスは幸せの味  とおっしゃっていた,2018/10/31 20:58:54
140,ID:lG6Sy5+70,>>140  コナミって薄給なのかな？,2018/10/31 21:01:40
141,ID:3idEmoug0,>>141  会社辞めてからの話だな,2018/10/31 21:05:26
142,ID:JJtU3oMI0,ゲーム業界でおいしい会社って今はないやろ,2018/10/31 21:08:25
143,ID:cHgoKezz0,ソシャゲでうはうはのとこもまあまああるでそ,2018/10/31 21:20:24
144,ID:RxlbUt8C0,でかい会社を辞めて独立するとどうしても収入がガクンと逝って精神的に病みそうになる  でも数年がんばって以前と同程度稼ぎながら残業が無くなり休日が大幅に増えるとハイになってくる  欲しかったのは金じゃなく時間だったと気付くし好きに描いて人一倍稼げたら作家として幸せだねえ,2018/10/31 21:21:20
145,ID:SVoEkHIP0,さあ　次の十日間へ踏み入る準備は整いました 共に更新を見届けましょう.,2018/10/31 21:36:46
146,ID:Q6nyCFPx0,今はレタスキャベツは安いけどトマトがくそ高い,2018/10/31 22:03:03
147,ID:3w5fYoA90,例年の２倍近いわな  うちの近所のあの超有名小型スーパーアキダイ（笑）では１８０円（税抜き）もする,2018/10/31 22:09:55
148,ID:q036eBi/0,更新……また来てくれるかな……あれ……どのくらいまえだっけ……,2018/10/31 22:17:00
149,ID:xMjx7Se40,いえぷいえぷ,2018/10/31 22:28:28
150,ID:7qoQTXnD0,>>149  先月の20日あたりだったと思います,2018/10/31 22:35:20
151,ID:B01ITGeq0,先月って…10月だっけ…  更新って…何だっけ…,2018/11/01 0:12:11
152,ID:G/ornA5o0,ナナチには羞恥プレイもお似合いだと思うので  トイレ行かせずベッドインしてナナチアビス探窟中に漏らさせるぐらいしたい,2018/11/01 0:15:36
153,ID:uhXR96vV0,内心30日更新だろと思ってたので堪えた  まあ月刊誌で休載となったら一ヶ月単位で伸びるのでマシだけど,2018/11/01 0:17:36
154,ID:TwMIAma60,>>140  せやけどレタスよりももやしの方が  栄養価は高いんやで…,2018/11/01 0:24:17
155,ID:TC05QwQX0,アニメ２期はまるまるボ卿絡みでおわっちゃうのかな  うごくまああさんやカジャも見たいよ！,2018/11/01 0:33:58
156,ID:fDvFWjWF0,クオンガタリ～ボ撃破までだとほぼ毎週ショックシーンの連続で箸休めが無いよな…,2018/11/01 0:45:17
157,ID:kQ2fr+3d0,ハマシラマ実食シーンとかあるじゃん,2018/11/01 0:51:33
158,ID:Chb6PAqr0,負荷で意識が遠のいているリコさんを支えて歩きながら  語りかけるプルシュカのシーンが好き  思い出したら泣きそう  アニメで観たい,2018/11/01 1:02:06
159,ID:TC05QwQX0,>>157  「クオンガタリ～ボ」なんて愉快な敵いたか？って思ったらクオンガタリからボ卿までってことね  プルシュカとリコの語り合いぐらいしかほのぼのシーンが思いつかないなぁ…,2018/11/01 1:50:54
160,ID:KsoTUiI80,全身の感覚がなくなったら  筋肉も緩んで漏らし放題だろうな,2018/11/01 4:06:35
161,ID:54I6dKIn0,アニオリで汁男と男装マルルクの話とかやればいいじゃん  やればいいじゃん！！,2018/11/01 5:57:35
162,ID:bL/y70eu0,>>161  筋力は弛緩しない  背骨からグシャる,2018/11/01 6:07:08
163,ID:Yq9Jh8Ad0,思いっきり力んでギネス級の放尿＆脱糞も有り得るで,2018/11/01 6:53:35
164,ID:gFnsPWha0,お尻は不随意筋と随意筋の二重構造なので滅多に漏れない  但しアナルセックスやフィストファックのやりすぎを除く,2018/11/01 7:00:22
165,ID:6looKGso0,えっ,2018/11/01 7:08:00
166,ID:/nfkSN050,>>164  音速だか光速だかで地球がヤバいとかいうネタを唐突に思い出した,2018/11/01 7:15:28
167,ID:g+57l6390,>>162  その変換やめれwwww,2018/11/01 7:31:25
168,ID:FQbfvTZb0,>>165  脱糞エアプかお前？もぐりか？,2018/11/01 7:54:51
169,ID:5hoSLRAy0,脱糞エアプって新生児かよ,2018/11/01 7:59:24
170,ID:9DuULnoh0,むしろ新生児は脱糞白笛級だと思うんですけど,2018/11/01 8:00:32
171,ID:zP3Mxsxx0,生まれたてのまだ未通って事だろ  言わせんな恥ずかしい,2018/11/01 8:11:10
172,ID:4myWjy8U0,なんかふと思い出してメイドインアビス更新確認したけど   やっぱり更新なかったか  まじでこのまま忘れてしまいそう。,2018/11/01 8:26:08
173,ID:NzokPAk7a,更なるﾄﾞｼｶﾞﾀエピソードに備えて全裸待機そす,2018/11/01 12:41:47
174,ID:AAgkq+eA0,11月1日……？更新……来るのか……！？,2018/11/01 12:48:01
175,ID:B01ITGeq0,11月88日、良いパパの日に更新ですよ,2018/11/01 13:53:06
176,ID:oYNq7Piw0,次回更新は3年後…,2018/11/01 14:01:46
177,ID:U0cMxBbI0,更新は2000年周期だよ,2018/11/01 14:03:35
178,ID:NnFk4Dma0,お祈りガイコツは更新を祈りながら死んでいった者たちだったのか,2018/11/01 14:16:55
179,ID:mMectPWf0,発狂寸前だろうが何だろうが右手を内臓に突っ込んでれば平気な狩人様マジ人間辞めてる,2018/11/01 16:22:06
180,ID:dnCKJ73/0,地底人と探窟家は相性よさそうだな,2018/11/01 16:58:10
181,ID:9EdA//SW0,コミックガンマの漫画家が亡くなった・・・  ご冥福をお祈りします   ttps://gunosy.com/articles/awWGl   何だか近頃、漫画家の急死が相次いでるな  万が一メイドインアビスがエタったら俺も絶界行しそう,2018/11/01 17:16:08
182,ID:RmxJnsDU0,>>182  もう絶界行したでしょ？,2018/11/01 17:17:45
183,ID:H3zx4JfV0,>>182  絶かい,2018/11/01 17:32:43
184,ID:H3zx4JfV0,>>182  絶界行？七層逆バンジーだろ？,2018/11/01 17:33:32
185,ID:6looKGso0,漫画家は突然死多いよな  みず谷なおきを思い出した,2018/11/01 17:41:56
186,ID:Lf3iAZb80,つくし卿に万が一のことがあった時は田亀卿が続きを,2018/11/01 17:49:32
187,ID:FOuSP6Zl0,つくし卿の代わりなんて無理だろ  速くゾアホ発掘しないとな,2018/11/01 17:52:46
188,ID:uoqlouOz0,まさかの宮崎駿が   （趣味趣向は似てるよね、絶対認めないし、否定する為にわざとブサイクな子を主人公にすえたりするくらいだからアレだが）,2018/11/01 18:03:46
189,ID:0hyJ+NzP0,180は何かの誤爆なの？,2018/11/01 18:04:31
190,ID:O6KitTxf0,>>187  レグもリコもハボさん化するがよろしいか,2018/11/01 18:08:50
191,ID:JFNps0Gf0,風間やんわりと奴隷ジャッキーさんが死んだ時は驚いた,2018/11/01 18:14:06
192,ID:zHQFaB9y0,ハボさんのようなナナチは微妙に見てみたい,2018/11/01 18:14:44
193,ID:6mqn0NsR0,田亀卿が描いたぼくのぴことかあるの思い出した,2018/11/01 18:23:00
194,ID:46VUVYoI0,絶界行するなら絶交かい？,2018/11/01 18:41:18
195,ID:0CU2ff0+0,おやおや,2018/11/01 18:44:50
196,ID:KW33yLzw0,>>182  ってうげっぱかよ！  まじショックだわ  これからの人だろうに…,2018/11/01 19:14:55
197,ID:WptPaEt90,>>186  みず谷なおきって人類ネコ科の？  お亡くなりになってたのか,2018/11/01 19:33:50
198,ID:BCyheWVK0,ナナチモフモフくんかくんか,2018/11/01 19:44:36
199,ID:yrm9z1Ly0,>>182  生活が不規則だと早死にする人多いのかな？  漫画家は大変だろうけど  つくし卿も健康には気をつけて欲しいな,2018/11/01 20:11:27
200,ID:8pqDpUFu0,でも俺が生きてるうちにアビスは終わらせてね,2018/11/01 20:33:40
201,ID:8YLHcrQ80,急性心不全って自殺の隠れ蓑のことあるよな…,2018/11/01 20:37:17
202,ID:CbQ5MrnW0,つくし卿は性癖の闇こそ深いが見た感じ人生エンジョイしてそうだし大丈夫だと思いたい,2018/11/01 20:43:13
203,ID:8pqDpUFu0,人身事故  実は加害者がいる…,2018/11/01 20:43:25
204,ID:5cHXwwuc0,つくしは食生活がなぁ  辛い物食いすぎ,2018/11/01 20:44:59
205,ID:P9O+Yoy80,アビスに不慮の打ち切りがあるとすれば   １）作者体調不良  ２）作者精神錯乱につき失踪  ３）作者タイーホ   どの可能性が高いかな？,2018/11/01 20:49:56
