スレ数,ID,コメント,投稿時刻
10,ID:gpg51ZDb0,ちんちん…,2019/01/25 18:25:48
11,ID:bpeq5YqPp,フィルムコマでプルシュカ当たったけど価値どれくらいだろう,2019/01/25 18:30:25
12,ID:pEh9S8RNr,まどマギの時だと10万くらいのレア度,2019/01/25 19:01:44
13,ID:qfMNQQNp0,>>1  あなたには沢山のお礼が言いたい,2019/01/25 19:11:31
14,ID:XZWmDNRJ0,後編のリコさんに座薬挿れるシーンのクチュクチュ音が増えてた気がするのは俺だけ？,2019/01/25 21:30:04
15,ID:6qnSZ2UF0,つくし郷が絶賛してたシーン,2019/01/25 21:31:40
16,ID:qfMNQQNp0,後編の上映回数もう絞られてる…  今まで高速バス使って日帰り視聴してたけどもう無理だぁ  後編のフィルムも欲しかったわ,2019/01/25 21:43:40
17,ID:d4C2DBDza,>>1  イェンメェ  テンプレもありがとさん  結局黎明はいつ公開なんだろうか。つくし卿早よ回復されんかな～欲望の揺籃があったらつくし卿回復にあてるのに,2019/01/25 22:23:56
18,ID:6RxC8YpO0,ゾルフールは耐性菌の出現率が3割近いので今後効かなくなってくる可能性があるそす  やはりタミフル  皆にふるまわないと,2019/01/25 22:43:11
19,ID:JjT1/Yita,>>19  大丈夫！  みんなにも、振る舞ったさ！,2019/01/25 22:45:57
20,ID:6qnSZ2UF0,風邪つらいからナナチを膝枕にして耳掻きされたい,2019/01/25 22:59:21
21,ID:F/Ty3dRRd,ななちんぽ？,2019/01/25 23:12:15
22,ID:LVVAsLjw0,>>12  うp,2019/01/25 23:56:30
23,ID:Ztf17Axt0,>>1  乙ットバス   しかしプルシュカに今を時めく阿部いのりを充てるとは  いろいろ予想候補が挙げられてきたけど  たぶん一度も予想レスとして出てきてなかったんじゃないかな,2019/01/26 0:30:29
24,ID:qHdlEgM20,ツイッターで見た,2019/01/26 1:04:36
25,ID:yHlERjn90,更新待ってる間アニメ見たいんだけど怖くて見れない   ナキカバネのとことかオーゼンのとことかリコの腕のとことか,2019/01/26 1:59:07
26,ID:WrsMV2on0,原作読めてアニメ見れないってちょっとやばない,2019/01/26 2:01:04
27,ID:hzVDBm9Xd,>>24  声オタの声優予想とかうざいだけだからな  思い付くの全員書けばどれかは当たるし(古来からの予言者のやり方),2019/01/26 2:15:27
28,ID:gTcaywlxp,ていうか阿部いのりって誰だよ,2019/01/26 2:25:30
29,ID:AKcwdCJk0,>>26  ミーティがミーティになる場面含めてそこまでグロくない  マルルクもかわいいしナナチもかわいいしネリタンタンもかわいい   >>27  漫画は視覚（静止画）だけで攻めてくるけどアニメや映画は視覚（動画）と聴覚両方で攻めてくるから  作品や描写の程度によってはきつくなるのはしゃーない,2019/01/26 2:47:14
30,ID:TzRiZgDP0,>>29  みんな私ですよ,2019/01/26 2:57:11
31,ID:btM8BJag0,>>31  全キャラ森川卿がやるのか,2019/01/26 4:12:46
32,ID:7Ph+ZwIJ0,リコの腕は声優の声と効果音でアニメの方がきっついな,2019/01/26 4:19:53
33,ID:1Zk1yn9wa,ナナチを後ろから抱き締めて脇をクンカクンカしながらモフモフするのが喫ナナチ,2019/01/26 6:26:08
34,ID:VsEBcvW40,>>33  顔がチアノーゼになるのもキツい  リコ腕の流れはアニメ版屈指の名シーンだと思う,2019/01/26 7:13:15
35,ID:TzRiZgDP0,ツイッターのミーティ製薬のレスで思ったんだけど、イルぶるには今ミーティがいるから色々な薬作れるんじゃね！？   とは言っても水の生物対策な薬が作れるかどうかわからんが  あと喫ミーティは何かに効くのか,2019/01/26 7:40:02
36,ID:5opBQHXm0,アニメより原作の方がきついと思うのは少数派か？,2019/01/26 8:37:09
37,ID:Ql7ocH9la,>>37  そっちが多数,2019/01/26 8:40:13
38,ID:ZAIQCiLI0,不謹慎？だけど置いてかないでリコおおおのレグきゅんかわいい,2019/01/26 8:54:34
39,ID:FVSFnBP10,そもそも地上波放送のアニメのほとんどは規制回避のためにマイルドにせざるを得ないしな  ボンドラのシーンもあれギリギリだろう,2019/01/26 9:14:03
40,ID:RYFA8x8ka,わかる  レグは泣き顔が一番かわいい  泣かしたい   マルルクは笑わせたいのと泣かせたいの両方がある,2019/01/26 9:19:32
41,ID:aKbFMXf20,コメンタリーの席あったから予約した  つくし来れるかな  まだあるよ  満席にしてやろうず,2019/01/26 10:19:39
42,ID:TzRiZgDP0,コメンタリーは01/30なのか  ならいけるだろう   別の病気にかからなければ,2019/01/26 10:23:17
43,ID:x5rICMDj0,正直身体大事にしてほしいな  インフルは治ったからといって油断していいものじゃないし,2019/01/26 10:25:39
44,ID:9egwGG6Wp,泣き腫れた目で寂しげに微笑むマルルクちゃんに度し難したい,2019/01/26 10:37:53
45,ID:9egwGG6Wp,喫つくししてインフルのハクつけるそす,2019/01/26 10:38:45
46,ID:WrsMV2on0,マルルクを膝の上に座らせて後ろから抱き締めながら髪の毛の匂いを飽きるまで楽しみたい,2019/01/26 10:43:24
47,ID:88h0yIp/a,マルルクは泣かせるより鳴かせたい,2019/01/26 11:16:44
48,ID:wU3KKjqrd,>>19  耐性菌て・・・スレチだから深くは言わないけど、インフルエンザはウィルスよ？,2019/01/26 12:03:09
49,ID:QbLAyFwf0,薬剤耐性ウイルスだな,2019/01/26 12:05:36
50,ID:D/0HZOU6a,少しは自分で調べような  インフル薬ゾフルーザの耐性ウイルス、患者から検出  https://www.asahi.com/sp/articles/ASM1S7JJYM1SUBQU01S.html,2019/01/26 12:07:35
51,ID:vIz6OJARM,つくし卿産出の耐性ウィルスとか…  わくわくしませんか？,2019/01/26 12:13:16
52,ID:qYLLjgSK0,ウィルスは変異が早いんだろ,2019/01/26 12:14:05
53,ID:gr2D1TI+0,何を願ったのだろうか,2019/01/26 12:26:22
54,ID:BtRdj7Fpr,産めよ増えよ地に満ちよ,2019/01/26 12:26:40
55,ID:IMqQrBYV0,後日あかちゃんを産むつくし卿が見れたりするの？,2019/01/26 12:37:09
56,ID:j0LMGydT0,赤ちゃんが人の形をするとは限らないと学んだばかりじゃないですかー,2019/01/26 12:38:06
57,ID:1Zk1yn9wa,最初につくしの顔見たのが例の男の子の乳首を熱く語る画像でドン引き  でも知れば知るほど好きになってしまうようなしまわないような感じはボ卿に似てる  スレ読んでると皆のつくし愛が伝わってきますね,2019/01/26 12:40:20
58,ID:9egwGG6Wp,つくし卿出産！？,2019/01/26 13:01:58
59,ID:tlgnW1z20,あの有名なシュワちゃんも出産してるしな,2019/01/26 13:02:38
60,ID:lvrbFbxK0,絵柄から30代くらいのおにいちゃんかなと思ってたら予想外の風貌でびびった覚えがあります  年齢は合ってたのが尚度し難い,2019/01/26 13:03:12
61,ID:5opBQHXm0,物語の神様って  願い叶える時  大概酷いことするよね   酷いとも知らないようですが,2019/01/26 13:10:36
62,ID:WGrYe7ZH0,>>51  耐性ウィルスねぇ・・・  DNAで増殖する細菌と違ってインフルエンザウィルスはRNAウィルスだから、耐性ウィルスが出てもその形質を保持しにくいはずなんだけどね。   MRSA、薬剤耐性菌がヤバイのは感染したら自前の体力で回復するしかなくなるので、体力が衰えた入院患者や高齢者には致命的になりかねないから。   そもそもインフルエンザウィルスは数年で変化してくから特効薬だってないんだし   ゾフルーザ耐性インフルエンザウィルスでもタミフルとかは効くわけだから、ゾフルーザ一択にすんなよって話なだけかな   他の記事でも深刻に取り扱ってはないから、心配する必要はないと思うよ。  スレチ失礼しました。,2019/01/26 13:12:32
63,ID:QbLAyFwf0,お前ら毎日耐性菌生み出す行動してるぞ  体洗ってな,2019/01/26 13:13:45
64,ID:hzVDBm9Xd,産み出された耐性菌は即流されていくのでは……？,2019/01/26 13:15:27
65,ID:QbLAyFwf0,>>65  体の表面の菌は簡単には落とせないぞ,2019/01/26 13:20:02
66,ID:hzVDBm9Xd,そうですか,2019/01/26 13:21:22
67,ID:88h0yIp/a,作者がインフルエンザで苦しんでるというのにそんなときでもお前らときたら…,2019/01/26 13:33:23
68,ID:5opBQHXm0,去年インフルに罹った時は縄文土器が見えた,2019/01/26 13:34:34
69,ID:j0LMGydT0,>>63  ゾフルーザは薬効機序が従来と違ってうんたらかんたら,2019/01/26 14:02:52
70,ID:Yz2q2AsKd,T(Tukushi)&#8722;ウイルス…,2019/01/26 14:08:34
71,ID:gr2D1TI+0,乳首が変異しそう,2019/01/26 14:24:15
72,ID:j0LMGydT0,性癖が合わないとなれ果てるのか,2019/01/26 14:25:12
73,ID:syVKehcB0,ちくび,2019/01/26 14:34:36
74,ID:0KJ4VS7/d,成人の死亡率すごそう,2019/01/26 14:40:43
75,ID:IMqQrBYV0,つくし卿がいんフルだとするなら、ここの住人は更新という欲の形に成れ果てた村人たち…？,2019/01/26 15:19:28
76,ID:BtRdj7Fpr,いんフルは『感染』が4割、『苦痛』が3割、『生殖』が1割そす,2019/01/26 15:43:43
77,ID:tlgnW1z20,ヒトは命の危機に晒されたとき子孫を残そうとするそす,2019/01/26 16:24:22
78,ID:RxJOYT0V0,ナナチのナナコカードまだ募集期間終わってないのにアマで18000で出とる…  マケプレひでえな,2019/01/26 16:41:43
79,ID:qYLLjgSK0,熱で辛そうだからロキソニンを処方してあげよう,2019/01/26 17:20:01
80,ID:fB/6zh97a,電子書籍気に入らんから書籍で買い直してきた  東北唯一のナナチ立看ある店だったのに無くなってました  劇場版公開中なんなぁ,2019/01/26 17:36:57
81,ID:+7HtBV370,>>81  ナナチの看板があるせいではという逆説も考えられる…,2019/01/26 17:39:56
82,ID:QbLAyFwf0,ナナチはケモナー好きを呼び込んだな  だが数は少なそう,2019/01/26 17:42:39
83,ID:dT1M/au/0,ケモナー好きって、ロリコン好きみたいなやつかな,2019/01/26 17:44:00
84,ID:QbLAyFwf0,ナナチのナナコカード  予約転売だな,2019/01/26 18:15:45
85,ID:QbLAyFwf0,>>84  鶏好きみたいな感じ,2019/01/26 18:16:01
86,ID:E9FrcnMDa,>>86  ケモノを好きなやつをケモナーと言うんだぞ  ケモナー好きなんて言葉はロリが好きな人を好きって言っているようなもんだ,2019/01/26 18:21:42
87,ID:ZeS8z+7rd,マケプレなんぞで買う方がアホだろう,2019/01/26 18:27:38
88,ID:lvrbFbxK0,ロリも好きだしケモも好きなレグが好き,2019/01/26 18:42:00
89,ID:dT1M/au/0,>>89  なるほど…,2019/01/26 18:45:46
90,ID:hHE7YxN4r,元気ロリ萌えにはリコさんショタコンにはレグケモナーにはナナチ男の娘萌えにはマルルク尻萌えにはまああさん   恐ろしいほど網羅している,2019/01/26 19:03:42
91,ID:Xj5pYJnx0,まああさんの取ってつけた感,2019/01/26 19:13:57
92,ID:E9FrcnMDa,人外娘萌えの僕もファプタに満足,2019/01/26 19:14:57
93,ID:QbLAyFwf0,ファプタのほうが可愛いし  ナナチお役御免だよね,2019/01/26 19:20:13
94,ID:Z5dGqnLUd,ナナチはケモナーの性癖を一般人向けに解釈し直した感じがする,2019/01/26 19:23:09
95,ID:abMD3ksU0,>>49  菌ではないんだけど耐性が問題になってんねん  たぶんニュースがいくつかあるから見たってや,2019/01/26 19:28:09
96,ID:5opBQHXm0,もげた腕は戻るんかファプタ,2019/01/26 19:29:10
97,ID:bGXE1cXM0,耳だけでも元に戻して欲しいんだが…,2019/01/26 19:38:06
98,ID:wviq7f6I0,ファプタの決して滅びないの解釈にもよりそう  村から生まれたのに村の外にも存在できるって意味なら無理そうだし、  文字通りの不死身なら戻りそう  レグを押さえつけてたとき腕が明らかに変形してたし、個人的には後者かなと思ってる  でも何にせよ千切ったあとで約束の内容言うのはえげつないと思うんです,2019/01/26 19:58:55
99,ID:rakqEdG7p,割と簡単に再生しそう,2019/01/26 20:08:17
100,ID:KijsfRG70,まああさんは再生したのかね,2019/01/26 20:30:16
101,ID:ZAIQCiLI0,まああさんがリコさんに合流したのってケツの汚さが好評だったからなのかな  多分当初は使い捨てキャラだったと思う,2019/01/26 20:54:22
102,ID:kgjnwq+Md,>>77  残り2割はなんやねん…,2019/01/26 21:34:41
103,ID:QhnA6SJRp,私ですよ,2019/01/26 21:37:43
104,ID:0/8KVuvT0,以前約束した事なんだから、自分のレグが断るはず無いと思うよな。  ファプタの一部をベラフがどう扱うのか楽しみだ。喫ファプで啜るのか。  ベラフの目の位置にある口から出てるのはヨダレか涙かどっちだろ,2019/01/26 21:56:35
105,ID:fqeM68ei0,英語だし内容は見てないけど、アニメ13話を四時間かけて解説してる動画があってビビった。,2019/01/26 22:05:02
106,ID:hHE7YxN4r,そういや英語版はリコさん本物だしナナチも結構良いしでスタッフに沢山のお礼が言いたい,2019/01/26 22:22:27
107,ID:ZLvWJiOJ0,レグバラしてる時の祈手の声はボンドルドなのか気になる,2019/01/26 22:31:38
108,ID:qYLLjgSK0,>>103  愛ですよ,2019/01/26 22:51:29
109,ID:qSdeottp0,森川さん今日誕生日だったのか,2019/01/26 23:13:19
110,ID:+7HtBV370,>>110  おやおやおやおや？,2019/01/26 23:14:45
111,ID:ZAIQCiLI0,劇場版やっぱりクオンガタリからなのかな  のっけから度し難い絵面になりそうだ,2019/01/26 23:21:14
112,ID:wviq7f6I0,絵柄に釣られたちびっ子たちが序盤でどういう映画か理解できる配慮やぞ  保護者とならきっと超えられない夜などないはずです,2019/01/26 23:31:27
113,ID:Ee791/x20,ここまで性癖を拗らせた人間見た事がない,2019/01/27 0:27:46
114,ID:AkxAIQpId,風呂で下痢便垂らしてたら持ち込んでたアビスにかかったんだけど染みってとれないの？  ブックオフもってって買い替えるかな,2019/01/27 0:51:15
115,ID:VGkTMuT4d,風呂で漫画読んでる時点で,2019/01/27 0:57:01
116,ID:G9AFx89J0,なんで風呂場でうんこしてるんだ・・,2019/01/27 1:03:42
117,ID:AkxAIQpId,正確にはシャワ浣してた  ヤンキー座りだったら我慢できないで出ちゃった  ちんこくらいの位置でアビス開いてたのがダメだったね,2019/01/27 1:07:19
118,ID:5jcr9vh4M,たまにあるよね,2019/01/27 1:09:06
119,ID:aQMVpz8p0,世の中にはいろんな人がいるんですね（困惑）,2019/01/27 1:09:26
120,ID:LqkRFWOpp,こういう人の遺伝子は残らなくて当然じゃないかしら(画像略),2019/01/27 1:13:29
121,ID:MP2Q7pbB0,漫画に下痢便ぶっかけるのが価値の成れ果て,2019/01/27 1:17:27
122,ID:KX10wuYy0,おやおやおやおや（これまでに覚えたことのない困惑）,2019/01/27 1:22:16
123,ID:z/W5TTrI0,風呂場でシャワ浣とかホモしかしねえよ,2019/01/27 1:24:19
124,ID:b70Hbp1ca,中国製ウォシュレットの中には直腸洗浄できる機種があるよ  ＣＭで陸上選手が身体が軽くなってタイムが向上するとか言ってる,2019/01/27 1:34:57
125,ID:AkxAIQpId,>>125  助かった。ありがとう,2019/01/27 1:43:47
126,ID:/iJnGGQ2a,この流れぶった切らなくちゃ(使命感)   背表紙  １巻リコ  ２巻レグ  ３巻ナナチ  ４巻プルシュカ  ５巻ミーティ  ６巻マルルク  ７巻プルシュカ(+ﾒｲﾆｬ)  プルシュカは４巻で出てるし７巻はファプタが良かった,2019/01/27 1:47:38
127,ID:0KlRlI+10,>>127  きっとバチカンはファプタそすよ,2019/01/27 2:03:42
128,ID:0KlRlI+10,はちかんって打ったら予測変換でバチカンになっちゃった…,2019/01/27 2:04:24
129,ID:Rhzfm6JG0,ヴェコさん＝ゆるキャン＝うまる　に見えることに気がついた,2019/01/27 2:06:44
130,ID:LqkRFWOpp,このスレの人間性も限界のようた,2019/01/27 2:07:19
131,ID:r4gd08hM0,シャワ浣への困惑で草,2019/01/27 2:30:40
132,ID:nb9SrJyr0,この者はシャワー浣腸をして漫画本にぶっかけるのが価値だよ,2019/01/27 3:01:53
133,ID:JyC4QbFua,マニアックな価値ですね・・・,2019/01/27 4:42:18
134,ID:EusClLp80,体に管を通すのが価値の人と比べたらマシかもしれない,2019/01/27 5:30:16
135,ID:bQdayUVd0,流れを戻すと   風呂場に漫画持ち込んだらすでに濡れないか,2019/01/27 5:36:37
136,ID:z5kkQQvLa,ヨレヨレ感が遺物っぽくてよいよね,2019/01/27 6:24:10
137,ID:bl3YFFmA0,浣腸したいならトイレでするそす  薄めの食塩水1リットル飲めば余裕そす  そもそも風呂場に漫画持ち込むなそす  下手すれば荒らしそすよ？,2019/01/27 6:46:01
138,ID:5xtZN9FB0,電子版で防水ケースが最適解,2019/01/27 6:49:04
139,ID:ub4tKhWa0,>>139  防水ケースに浣腸してぶっかけるのか  その画像をコラupして「尻が辛い」って言うんだな  これが本当の糞コラ,2019/01/27 7:04:11
140,ID:/iJnGGQ2a,きちんと体も洗っておくように  まったくゲリ臭くてかなわん,2019/01/27 7:12:11
141,ID:XU1iGFUld,唐突だけどカジャが可愛い  なんといってもしゃべり方が可愛い  ｢あたたかな呪いのかたまり｣とか｢とてもいい匂い｣  とか穏やかな言葉のチョイスに癒される  ｢カジャもほしい｣で完全に落とされた  一人称自分の名前って痛キャラのイメージしかなかったというのに  これが度しがたいという感情か,2019/01/27 7:30:10
142,ID:hE6XlCyC0,村の連中に愛着がわけばわくほど今後村はどうなっちゃうんだろうってなる,2019/01/27 7:36:05
143,ID:LNf6SAlRr,正直村のメンバーに愛着わきすぎて6層編終わってほしくない  このまま元気少女と不思議な村の日常ものに移行しようぜ？,2019/01/27 7:40:21
144,ID:s6VCOkGqd,俺もカジャさん好き。フィギュア欲しいくらい  速身体とのギャップ萌えもいいよね,2019/01/27 7:40:39
145,ID:HblfFfbop,カジャみたいよ！とかね  最初は怪しさ満点で何を知ってんだこいつで警戒感あったけど  あの可愛さだとただ思わせぶりな可能性あるよね  はでぃ 度し難,2019/01/27 7:44:28
146,ID:VWPlKg56a,後のハートフルボッコのためですよ,2019/01/27 7:49:19
147,ID:5xtZN9FB0,7層に進むために  カジャをも根絶やしにする  リコさん,2019/01/27 7:54:31
148,ID:bQdayUVd0,根絶やし卿,2019/01/27 7:59:02
149,ID:VkNkPVSf0,「カジャさん流石ぁ！」「転んだだけだよ！」ほんとすき,2019/01/27 8:10:31
150,ID:x1/FbY3L0,にわかだけどプルシュカカートリッジの時こぼれたのってなんだろう？透明な液体っぽいけど,2019/01/27 8:29:16
151,ID:0ofY2vi10,愛液ですよナナチ,2019/01/27 8:31:10
152,ID:KdG1liROp,上昇負荷で溶け落ちたプルバディの汁だよ,2019/01/27 8:37:20
153,ID:x1/FbY3L0,>>153  理解した  吐きそう,2019/01/27 8:41:35
154,ID:VkNkPVSf0,フィルムってミーティあるんかな～あるんだったら行くわ、色紙逃したの惜しすぎる,2019/01/27 8:43:24
155,ID:BB7DI30up,ヴェコ←これやめろ,2019/01/27 8:45:33
156,ID:VkNkPVSf0,プルシュヵ,2019/01/27 8:46:55
157,ID:ub4tKhWa0,>>156  吉幾三「東京でヴェコぉ飼うだぁ～♪」,2019/01/27 8:55:35
158,ID:Iq3TKoHQ0,ォーゼン　ラィザ　キュィ　ヮズキャン,2019/01/27 9:00:38
159,ID:U9g+C8F80,めんこいヴェコだぁ  身体さ焼き印付けてやっからなぁ,2019/01/27 9:01:39
160,ID:0KlRlI+10,リボルテックカジャさん欲しい,2019/01/27 9:31:04
161,ID:B/4ArXHG0,>>153  それもあるけど成分としてはボ卿特製の恍惚を支配する薬とかも入ってるはず（該当部分を読んだのが何ヶ月も前なのでどんな言葉の羅列だったのか覚えていない）,2019/01/27 9:41:55
162,ID:KdG1liROp,>>162  呼吸器官は残されてたはずだし  肉が溶けて気管にお薬入ってオエってなったんですね  かわいいですね,2019/01/27 10:24:48
163,ID:wjn5qtHzd,1人が呪いを肩代わりしてもう1人が祝福だけ得るカートリッジってボンドラの携帯版みたいなもんだけど  ミーティみたいに不死とかにはなってないっぽいのはなんでだろ  いやなってるのかもしれんけど,2019/01/27 10:38:33
164,ID:B/4ArXHG0,愛慕の関係がないから。  ミーティ&#8596;ナナチ、プルシュカ&#8596;ボンドルドの間では愛慕の関係があったから片方が成れ果てて片方が祝福を受け取った。  特に関わりがない場合は「あなたは（呪いを）押し付けられる側です。なるべく耐えてくださいね」ってこと,2019/01/27 10:45:34
165,ID:5efjASoV0,>>164  ミーティの不死はナナチの欲望が叶ったものだと思う,2019/01/27 10:48:37
166,ID:KdG1liROp,ミーティ本人はすぐ死を覚悟して  せめて魂がナナチに寄り添えるように巡るようにって願ったのに  ナナチはミーティを死なせたくなかったんですね  残酷だなぁ,2019/01/27 10:49:58
167,ID:jbgpDgbV0,祝福ってなんなの？,2019/01/27 11:09:20
168,ID:a5th4CCsa,殺して殺して言ってるのに駄目ですゥーっていうのも残酷だんなぁー,2019/01/27 11:09:23
169,ID:U9g+C8F80,信じて送り出したミーティが白笛のおじさんの変態ゴンドラにドハマリしてアヘ顔祝福を送ってくるなんて…,2019/01/27 11:20:59
170,ID:VGkTMuT4d,>>168  学校とかで用務員さんが寝泊まりすることだよ,2019/01/27 11:33:15
171,ID:MP2Q7pbB0,害があるのが呪いでないのが祝福  腐敗か発酵かみたいなもんだな,2019/01/27 11:50:03
172,ID:5xtZN9FB0,>>171  それは宿直   >>168  それは祈り,2019/01/27 11:53:04
173,ID:Rj8kuQhIM,うちの猫(名・なまこ・♀・11歳)をナナチと思い込み撫でている日曜の昼,2019/01/27 11:55:26
174,ID:corSJfL3a,>>174  今日からナナチに改名ですね  おめでとう,2019/01/27 12:03:08
175,ID:1hUrk8Mk0,ナマコは可愛いですね,2019/01/27 12:04:59
176,ID:618vcbMQa,なまこ「近ごろ人間のさわり方がいやらしい…」,2019/01/27 12:08:23
177,ID:Q28XxxuRM,なまこは可愛いですね,2019/01/27 12:15:28
178,ID:0RAr9EIz0,11歳ってババアじゃねえか,2019/01/27 12:17:16
179,ID:KnuTflm50,星の羅針盤がアビスの最深部を指しているなら、離れた海上での針の角度と  海上から入り口までの距離を測ればアビス最深部の深さがわかるんじゃないかな  地球の丸みは知らん,2019/01/27 12:20:20
180,ID:jbgpDgbV0,星の羅針盤をどうやって見つけたんだろうな  穴に潜ったのか？,2019/01/27 12:26:41
