スレ数,ID,コメント,投稿時刻
10,ID:MrbOvMXb0,ちんころちんころリトルんなぁ！,2018/10/11 19:17:35
11,ID:DnAKADmcd,おつ  やっぱり悠遠語考察を画像でまとめる感じかな,2018/10/11 19:19:12
12,ID:M5+Q5BN10,乙イェンメェ,2018/10/11 19:21:31
13,ID:PVGqUSAm0,考察がテンプレってのをやめてほしいが,2018/10/11 19:24:08
14,ID:MrbOvMXb0,>>12  画像だと修正が手間だから今後増える可能性がある部分はちょっとな  あらすじだけスクショでいいと思う  これが必要な気がした  ■スレdat落ち条件(不完全：板ごとに違う)  20レス未満は28分間の投稿がないとdat落ち  40レス未満は56分間の投稿がないとdat落ち  60レス未満は280分間の投稿がないとdat落ち   上記とは別に48時間（2日）投稿がないとdat落ち（Leave21）  dat落ちの判定はだいたい1000分毎に行われる  60レス未満はとにかくなんでもいいから無駄レスしまくる。書き込み制限があるなら協力してdat落ち回避する,2018/10/11 19:24:48
15,ID:K/0i9PrVa,>>1  スレ立て乙そす。素晴らしい価値そす   ついにこのスレも150層、一つの節目ですね,2018/10/11 19:34:12
16,ID:MGZPie0g0,ついに150層まで来たのか,2018/10/11 19:36:57
17,ID:5BbPERxu0,リコサンのあらすじ消えちゃうの？,2018/10/11 19:37:31
18,ID:MrbOvMXb0,リコさんはたてすじだからね  うらすじがあるのはレグだけ,2018/10/11 19:41:56
19,ID:Kl2Ko8jfK,ここは150mなのか  あるいは150,000mなのか,2018/10/11 19:47:45
20,ID:FKynJVy8d,乙んなぁ,2018/10/11 19:47:50
21,ID:FTBewFQj0,ななちくび,2018/10/11 19:57:56
22,ID:XwF2fSQm0,乙んちん,2018/10/11 19:58:58
23,ID:j5fOKBiba,乙です。素晴らしい・・素晴らしい,2018/10/11 20:08:21
24,ID:zCZ4dx8N0,アビスの上昇負荷って   深界極点『奈落の底』/20000m以深/   これ以降は情報が無いんだな  20000m以深っていうのは情報としてあるのに,2018/10/11 20:08:21
25,ID:7CTOgipY0,複数人で到達したことがないとか？,2018/10/11 20:12:22
26,ID:+IncgjI90,夕方の配信は中々ヤバかったな,2018/10/11 20:18:45
27,ID:bR9mp7iS0,どういう意味でヤバイのかくやしく,2018/10/11 20:25:41
28,ID:Kl2Ko8jfK,アニメ放映時に評判を聞いて漫喫で読む  →夏からのニコニコ１週間無料でアニメ初見  →きのう７巻まで買った,2018/10/11 20:29:24
29,ID:MrbOvMXb0,>>25  レグたちが持ち込んだ深度計が6層でカンストしたので、もっと大掛かりな深度計が必要なんだと思う  ボ卿ぐらいになるとその場その場で正確な深度計が作れると思うけど、そんなに単純なものじゃないだろうからね  炭素年代測定も古代の大気が今と違ってると正確じゃない可能性があるってあすかあきおが言ってた  あすかあきおが言ってた,2018/10/11 20:46:02
30,ID:Y7UysJ+6p,カンストしたの6層だっけ？,2018/10/11 20:47:17
31,ID:MrbOvMXb0,>>31  全部は見てはないけど6層でも言ってた,2018/10/11 20:54:01
32,ID:JuRmM64Zd,星の羅針盤がアビスの底指してたならアビスの底の深さ測量技術次第では傾き利用して図れたのになぁ  結局アレは黄金郷のあるショウロウを指してたってことでいいのかな  あの羅針盤今ごろ持ってこれてたら黄金郷を指してたのかそれより更に底を示してたのかわかったんやけどなぁ…,2018/10/11 21:13:10
33,ID:MrbOvMXb0,>>33  羅針盤をぶん投げて傾きを調べるとかやって結局無くしそう  つか、中心点から正確に徒歩計算しないとならないからリコ一人だと成れ果てるな,2018/10/11 21:49:32
34,ID:sBB94WPc0,>>29  素晴らしい…共に次の2000年を見届けましょう,2018/10/11 22:16:52
35,ID:5BbPERxu0,隙あらばゾアホ,2018/10/11 23:14:42
36,ID:vW/c55AU0,キャラが萌えなんでいぶかしんでたが  数巻読んでみるとすごく良かった   大きなスケールを描くのに成功してるよね  なかなかおらんやろこのレベルの漫画家  アラがない   マンガ夜話やってたら紹介されてたんじゃないの,2018/10/11 23:22:20
37,ID:aWJvWE9S0,>>33  なるほど、三角関数ね  航海技術はあるから天測はできるだろうし  オースの沖合の船上で測定すればかなり正確に出そう,2018/10/11 23:38:00
38,ID:jMhgT/eF0,枢機の更に底があるかもしれんやろ,2018/10/11 23:40:35
39,ID:GhWR4TUbM,尽死亜鬼人,2018/10/11 23:54:38
40,ID:lPi0yqXA0,>>37  つくし卿は何というか、ｌ純粋なマンガ家ではないというか  元ゲームスタッフであり、細密な筆致のイラストレーターであり、  アニメのキャラクターデザインにも携わり、  アビスの初期構想のことをこじつけると絵本作家とも言える  多方面の才覚を持った人だ  更に言うと、今作の物語を見るに素晴らしいストーリーテラーでもある   我ながらキモいほど称賛してるが、祈手になるに充分な魅力が、絵にも物語にも備わってると思う  スターストリングスよりやメイドインアビスに限らず、もっと色んなつくしワールドを見てみたい,2018/10/12 0:01:54
41,ID:QMiobXcs0,>>41  初期に比べて随分と漫画的技術も向上したよな  昔はギアーズメイデンのデザインをアニメで動かそうとかしてたんだよな  お祈り骸骨が数百人出来るわ,2018/10/12 0:09:38
42,ID:lPi0yqXA0,>>42  ギアーズメイデンの墓守ロボを見ると  干渉器のデザインがいかにアニメスタッフに配慮してるかがわかるな（邪推）   じつはおとぎ銃士赤ずきんを観たことないんだけど、  ウソかマコトか、ミッシンググレイヴのデザインは動画化に際して簡略化されたってきいた  どんなもんかと思ってググったけど、まったく容赦というものがない   ttps://pbs.twimg.com/media/B1sCjW7CQAA6wrN.jpg,2018/10/12 0:26:33
43,ID:G5AgIOFI0,ナナチ走りは4足ダッシュ,2018/10/12 0:29:03
44,ID:QMiobXcs0,「あそこには昔、キネマシトラスって言うアニメスタジオがあってねぇ…祈るしかなかったんだろうさ。落ちませんようにってね」,2018/10/12 0:29:38
45,ID:I7K8y3Ua0,共に次の2000クールを見届けましょう,2018/10/12 0:31:18
46,ID:r8U+0au/0,2000クールは奈落すぎる,2018/10/12 0:54:08
47,ID:38l9BSBw0,>>41驚異的な作家だよね  褒めすぎって事はないと思う  畑が違うって知って納得だけど、アニメーターでもないのに あの安定感であんだけ量を描けるって、多くはないと思う漫画デビュー作とは言えパッションも感じる   おおまかな構想は本人だとして  流石に脚本は分担してんじゃないのかな   個人的には、次作が読みたいと言うよりは、これをギッチリ仕上げてほしい  次作があるとすれば、キャラ絵を崩すとか、引っかかりを設けた方が評価も上がると思う,2018/10/12 0:58:37
48,ID:TNoRwl6r0,おしっこ漏れちゃう,2018/10/12 1:48:06
49,ID:TNoRwl6r0,誤爆,2018/10/12 1:48:57
50,ID:r8U+0au/0,ほんとか？　ほんとに誤爆か？,2018/10/12 1:56:38
51,ID:kndeTt+A0,逆にスレチじゃない事ってなんだレベルにメイドインアビスにはあらゆる事象が詰まっているのだ,2018/10/12 2:00:15
52,ID:QMiobXcs0,>>48  脚本は同人版の時に大筋は出来上がってるらしい  メインアシの一人が学生時代からの友人で絵の師匠みたいな存在で、彼の意見を取り込んだりはするらしい  ナナチは元々テコ入れとして出して途中で死なせる予定だったり、オーゼンさんは普通のジジイだったりマルルクは普通のメイドだったり、上昇負荷の代わりに何百年分もウラシマ効果を受けたりって言う変化はあったけど、まだ考えてない部分ってのは無いと思う  多分、エロ子さんも消えるんだろうね  初登場時の印象が不安定過ぎるし,2018/10/12 2:02:52
53,ID:J/Jdac+T0,まぁつくし製作の映像作品観てみたいよね,2018/10/12 2:22:16
54,ID:QMiobXcs0,おとぎ銃士…,2018/10/12 2:25:30
55,ID:Gq6lGrUB0,このスレにおいての誤爆は誤爆と認めない,2018/10/12 2:42:53
56,ID:1XXJJanv0,>>49…さては貴様リコさんだな…？,2018/10/12 3:01:00
57,ID:QMiobXcs0,「よしリコ、ここでしてしまえ！」,2018/10/12 3:04:11
58,ID:a2AOc84ka,ﾝﾎﾞｯﾌﾟ,2018/10/12 4:38:23
59,ID:kndeTt+A0,うんこじゃん！,2018/10/12 5:00:07
60,ID:a2AOc84ka,リコ「ウ●コをする時ってオシッコも一緒に出るよね」  ナナチ「んなぁ～・・・」,2018/10/12 6:46:26
61,ID:OmG8bPmk0,ナナチ「」  リコ「あああああああああ！！（ﾌﾞﾘﾌﾞﾘﾌﾞﾘﾌﾞﾘｭﾘｭﾘｭﾘｭ!ﾌﾞﾂﾁﾁﾌﾞﾌﾞﾌﾞﾁﾁﾌﾞﾘﾘｲﾘﾌﾞﾌﾞｩｩｯｯｯ!!!）」,2018/10/12 7:12:22
62,ID:4Ak4Tan90,彼岸島スレに来たかと思ったら違った,2018/10/12 7:20:40
63,ID:6i4e8vdI0,乾いたうんちを優しくした匂い（大嘘）,2018/10/12 7:21:06
64,ID:a2AOc84ka,ボ「素晴らしい・・・素晴らしい・・・」,2018/10/12 7:29:26
65,ID:kndeTt+A0,あったよ！白笛！,2018/10/12 7:49:33
66,ID:qUyVozkZ0,ナナチの抜け毛を集めまくりたい,2018/10/12 7:51:38
67,ID:a2AOc84ka,でかしたそす！,2018/10/12 7:52:29
68,ID:nNXVGqjad,この握り飯がリコ爆弾だからちくしょう！,2018/10/12 8:20:32
69,ID:YLEVGurQp,全てを飲み込む奈落の穴アビスは実はトイレの暗喩だった…?,2018/10/12 9:04:16
70,ID:1tGTn4Cda,だからラストダイブ時ンボップしたんですね！,2018/10/12 9:07:20
71,ID:AE153Pfj0,ナナチは排泄物じゃない  はい論破,2018/10/12 9:07:33
72,ID:IsEcnivNa,睾丸をてんぷらにしたりおひたしにしたり…,2018/10/12 9:09:25
73,ID:1XXJJanv0,え！！睾丸をてんぷらにしたりおひたしにしたり！？,2018/10/12 9:49:17
74,ID:kndeTt+A0,できらぁ！,2018/10/12 9:50:27
75,ID:b5YEQJ0NM,せや！ワイの金玉飲食店にうって利益にしたろ！！,2018/10/12 10:33:44
76,ID:1tGTn4Cda,スピンオフ漫画「ドシガタ！アビス飯」  連載開始,2018/10/12 10:41:19
77,ID:r8U+0au/0,>>53  それはナナチが死ぬのと同じような話じゃないのか,2018/10/12 10:47:23
78,ID:LNSTjzEy0,案外村編はハッピーエンドで三賢とヴエコとファプタ和解エンドの大団円で終わるかもよ  そして2000年問題と今のオース(誕生日で死ぬ呪い)について触れることになって6層の上昇負荷を受けないファプタがリコに頼まれて地上を目指す形でそれらの謎が明かされる展開になるかもしれん  そして道中でボ卿に遭遇してファプタが悲しい目に遭い、村で待つ三賢やヴエコが曇る,2018/10/12 10:58:08
79,ID:Am3C6DrVd,アビスには度し難いエンディングが似合う,2018/10/12 12:00:03
80,ID:r8U+0au/0,つくし卿がハッピーエンド至上主義者かどうなのか  鬱展開系作者には道中過酷で最後はハッピーエンドな人と、ラストもバッドエンドな人がいるが……  一応これまでの展開は基本なんだかんだでナナチやプルシュカも救いあるし、完全なバッドエンド派ではない気はするが,2018/10/12 12:24:45
81,ID:r8U+0au/0,折衷案でビターハッピーエンドぐらいかな,2018/10/12 12:25:23
82,ID:vLDWsHcAM,奈落の底から次の冒険に向けてしゅっぱーつっ！エンドだろ俺は詳しいんだ,2018/10/12 12:27:33
83,ID:Waflh9Bwa,ミーティの火葬と解放 プルシュ缶とプル石と悲劇ながらも僅かな救いがある展開続きだし6層もそうなるといいな,2018/10/12 12:28:56
84,ID:J/Jdac+T0,つくし先生の次回作にご期待ください,2018/10/12 12:30:56
85,ID:MGElxIP70,俺達のナナチはこれからだ！,2018/10/12 12:31:33
86,ID:a2AOc84ka,ナナチ「オイラはようやく潜りはじめたばかりだからな このはてしなく深いアビス穴をよ…」,2018/10/12 12:37:32
87,ID:QMiobXcs0,>>82  ハッピーシュガーライフはハッピーエンドだったよな？  な？,2018/10/12 12:40:28
88,ID:b5YEQJ0NM,ナナチがべラフに殺されルートとか起こらないよね……？,2018/10/12 12:43:32
89,ID:r8U+0au/0,>>87  やおい穴的な……,2018/10/12 12:43:36
90,ID:a/atlhD+0,アビスはなんだかんだでメリーバッドエンドになる気がする,2018/10/12 12:47:47
91,ID:+W+SNdHCa,てっきりなれはて村で他の白笛とやりあうもんだと思ってたが、今のところ何もないな  村を出てからなのかな,2018/10/12 12:50:08
92,ID:WxEGiSVmd,黄金郷という目的を達成して行き詰まってしまったガンジャとアビスの底という憧れに行き着いてしまうだろうリコさんって末路は同じになるだろうなって感じ  同じ末路でも気持ちの持ちようが違うならバットエンドでなくメリバだが。,2018/10/12 12:52:12
93,ID:vURSPIKR0,スターストリングスよりを見るに何も解決してない形の鬱エンドにしないと思うけどな,2018/10/12 12:53:01
94,ID:1tGTn4Cda,そもそもワクワクする自殺なんだからハッピーエンドは無い  アビスの底にイルブルみたいな村があって楽しく暮らしました。ってならない限りは少女終末旅行みたいにいずれ死ぬのは確定してるけど目的は果たせて物語は終わりって感じだろ   まあアビスなら食糧はいくらでもあるから少女終末旅行よりはマシだけど,2018/10/12 12:56:48
95,ID:Waflh9Bwa,地の底…メリバ…  深海な一人ぼっちのサイモン思い出したそす  あいつはメリバじゃなくてバッドとハッピーが同時に存在する特殊だけど,2018/10/12 13:00:00
96,ID:Rf3Bu3xs0,>>94  聲の形に空目したわ,2018/10/12 13:01:12
97,ID:WxEGiSVmd,最期に成り果てとなったリコさんを背負ったレグが弔いのためにまたアビスを登ってオースに戻ったらオース壊滅してましたエンドは嫌やなぁ,2018/10/12 13:08:39
98,ID:5Z+Ofke6K,数日にわたってアビスから大風が吹き上げ、同時にオース沖には大渦が。  風も止み、渦も消えたとき、アビス２層以下は水没してたEND,2018/10/12 13:13:15
99,ID:r8U+0au/0,>>93  そもそもアビスの底はどう考えても並大抵の場所じゃないだろうからなぁ  住むとか何とか以前に、2000年問題だの世界の真実だのが待ってそうだから特にイベントもなく末路はないでしょ   そもそもガンジャ隊だって何らかの地獄絵図を経た末にああなったわけだし  メリーバッドエンドって根本的な問題解決しないままって感じのが多いから、それなら純粋に死亡エンドのがいいな   というかまぁ、多分誰かは生き残るんじゃないかな  レグが生き残って語り部として地上に戻るとかが一番普通に起こり得るけど、なんとなくそれはズラしそう,2018/10/12 13:14:16
100,ID:r8U+0au/0,ていうか、普通に王道に何らかの手段でアビスから生還も可能性としてはあると思うよ  その上で面白く描くぐらいは当たり前にやってのけるだろうし、王道だからこそ盛り上がりもするだろう  この作品の場合はそうじゃない√も面白く描いてくれそうってだけで,2018/10/12 13:17:04
101,ID:J/Jdac+T0,リコが次のアビスになってハッピーエンド,2018/10/12 13:35:24
102,ID:m3IfC/OP0,>>102  拡張ENDかフラクタル構造ENDどっちそす？,2018/10/12 13:42:58
103,ID:QMiobXcs0,>>102  働く細胞マリッジ,2018/10/12 13:47:28
104,ID:6XyRL4EIM,>>100  リコが死体だったって伏線があるじゃん  あれ、当然、最後に利いてくんでしょ,2018/10/12 13:57:40
105,ID:m3IfC/OP0,ただの蘇生でのちのシナリオに全然関係ない投げ捨て設定でも叩くなよと思う,2018/10/12 13:59:30
106,ID:zokIKH/W0,アビスの底にはナナチ村という真の黄金郷があるってウワサよ,2018/10/12 14:09:48
107,ID:AE153Pfj0,黄金のナナチとナナチの黄金  どっちがいい？,2018/10/12 14:13:17
108,ID:fOT4wi4G0,ナナチの耳はロバの耳だった…？,2018/10/12 14:33:20
109,ID:QMiobXcs0,>>105  成長してるから死体ではないな  でも「確実な死」の7層負荷に「ぷえ？慣れっこだよ」ぐらいは言いそう,2018/10/12 14:54:41
110,ID:XsNAspCPr,死体だった、は死体から蘇った、の意味じゃね,2018/10/12 15:09:59
111,ID:QMiobXcs0,死産だった、が正解ね  本当に死体だったかどうかは状況がはっきりしないし、心肺停止から蘇生した人間に対し「昔、死体だったよね？」とは言わない  現実の一般常識的に言うと死体は状態ではなく属性を指す,2018/10/12 15:19:02
112,ID:BCsAf7aWM,完結まで先生が死なない事だけを祈っておきます,2018/10/12 15:37:02
113,ID:kndeTt+A0,正解より夢を求める派,2018/10/12 16:10:51
114,ID:MGElxIP70,リコが白笛吹いてレグが駆けつける所とか超王道でテンション上がったし  王道な終わり方でも全然かまへんで,2018/10/12 16:24:19
115,ID:Xy2V7P4IM,>>112  心肺停止したからって、死んではいないぞ  蘇生は、体の重要組織の一部が停止した状態からの復活であって  完全にすべての組織が死んで、腐敗が進行してたら  蘇生することはない。それは死体だ  ゾンビじゃあるまいし、蘇生はしない   死産だったら、それは死んでるんだよ  ただの死体  仮死状態で産まれることもあるけど、仮死と死の違いを  見抜けないような不動卿じゃないだろ  それと、遺物の特性からみても  完全な死体に効果がある遺物なんだろ  肉塊もリコも、アビスに向かって動きだしたんだから,2018/10/12 16:24:40
116,ID:VPkxuxRG0,>>116  でもあれ動き出しただけでまた死んだよな  あれは確実に死体の状態  心肺停止は建前上死亡とは報道できないけど、脳死や植物状態も死体とは言わない筈  脳死は事実上の生きてる死体なんだがな,2018/10/12 16:45:55
117,ID:5Z+Ofke6K,死亡か心肺停止かの違いは有資格者、具体的には医師の宣告があるかないかだけの話だぞ,2018/10/12 16:49:50
118,ID:m3IfC/OP0,>>116  とにかくリコをゾンビ扱いにしたい意気込みは感じる,2018/10/12 16:53:38
119,ID:XsNAspCPr,ゾンビでもいいけど、今んとこそういう感じではないしな  何かしら意味というか、リコ自身に秘密はありそうだとは思うけど,2018/10/12 16:59:49
120,ID:VPkxuxRG0,5層までの呪いをコンプリートしてるのが意味ありげだよね  各層の祝福ボーナスとかありそうだ  4層祝福は性欲がマシマシになるんだろうな,2018/10/12 17:05:45
121,ID:C5SWqO+7a,五層までで呪いに耐性がないことをアピールしておいて七層の「確実な死」だけが効かない（元々死んでるから意味無し）とか？,2018/10/12 17:09:50
122,ID:EXBX6CcPM,壺ミーティほんとかわいいかわいそう7層まで連れて行ってあげて,2018/10/12 18:10:05
123,ID:yMJp3mftp,絶対死なないミーティVS確実な死の呪い  放送できないな,2018/10/12 18:20:57
124,ID:/qd6BWn/0,>>124  (|)素晴らしい。その番組是非見たい。,2018/10/12 18:25:04
125,ID:ITN4PEbda,6層を何度も行き来してたしボ卿なら既にやってそうなもんだけど  貴重な唯一の不死だし流石に失うリスクがあることはしなかったのかな,2018/10/12 18:39:54
126,ID:qS+1aVu40,目だけ呪いを受けてたから死産でもそこだけ生きてたみたい,2018/10/12 18:52:27
127,ID:bCcKpiysp,リコさんは目玉おやじだったのか  もしかして本作は鬼太郎の壮大なオマージュ？   目玉おやじ リコ  鬼太郎 レグ  猫娘 ナナチ,2018/10/12 19:22:11
128,ID:uyJ3POMnr,穴を降りると天上からこんにちわするのが定番,2018/10/12 19:28:10
129,ID:GUp1ig59a,ボさんはカートリッジ使って６層行ったり来たりしてたのになんでレグ戦で改めて「これが祝福ですか」みたいな事言ってんの？  愛慕がないとふかふかにはならないのかやっぱ,2018/10/12 19:33:20
130,ID:wmA6qA9t0,6層は今のところ色んな意味でTVアニメには向いてないよな…,2018/10/12 20:00:31
131,ID:EXBX6CcPM,まあぁさん右手皮被り不可避,2018/10/12 20:01:55
132,ID:a2AOc84ka,あの汚ったないケツはそのまま放送できるのかね,2018/10/12 20:13:00
133,ID:882iX2Py0,アニメスレでオーゼンが話題に上ってて、ヴェコの件があったから、オーゼンも生い立ちは悲惨そうだ、性的なものを含め虐待受けてそうと書いたら  下品かつ世界観を壊すような事を言うな!って怒られたんだが  一体この作品の何を見ているんだろう？ファンタジー冒険活劇みたいな感じで見てるのだろうか？,2018/10/12 20:15:27
134,ID:m3IfC/OP0,潔癖な反応を受けたんだろうが勝手な想像を押し付けた負荷でもある  オーゼンの出自はライザ以前のものは一切描写がないので材料皆無の妄想乙すぎる,2018/10/12 20:20:33
135,ID:qS+1aVu40,>>134  理由づけもしないでいきなりそんな発言かませば叩かれるだろ  アビスだからなんて理由通じねーぞ,2018/10/12 20:21:40
136,ID:XsNAspCPr,このスレでも似たような論争散々あったやん  性的なの肯定派と否定派、特に性的搾取に関しては苦手な人も少なくない   自分の嗜好はなんであれ自由だが、人様に押し付けたらあかんよ,2018/10/12 20:24:21
137,ID:E5d7ljZg0,レイプだの性的虐待だのはいい気はしないのは確か  批判する方の気持ちは大いに分かる,2018/10/12 20:25:06
138,ID:LNSTjzEy0,>>134  神秘と日常が入り雑じる大冒険活劇やぞ   それと探窟家なヴエコさんが悲惨な過去持ってたのは確かにそうだけど、だからといって他の探窟家な女性キャラまでそういう方向に悲惨な過去があると邪推するのは男は皆ドラゴンボールを集めたらまずパンティを所望するといっちゃうようなもんやで。  キャラにセクハラする時はそこらへん気を付けるようにしてるよ。,2018/10/12 20:29:08
139,ID:yMJp3mftp,メイドインアビスにおいてエログロは手段だと思っているのが大多数だろうが  エログロナンセンスにしか目が行かない人もいるという事を我々も気に留めておかねばならない  どちらが偉いとかそういう問題ではなく互いに寛容でありたいね,2018/10/12 20:30:27
140,ID:ecKJJ6Jjd,普段は成り果ててるのに不意に紳士になるのほんとみんな正気を保てなくとも人間性は失わないイルぶるの成り果てって感じですね…,2018/10/12 20:32:59
141,ID:882iX2Py0,いやいや、俺にそういう趣味嗜好があるわけでは無く、つくし先生って混沌として、残酷で、それでも美しくて、そういう世界丸ごとを表現したい人だと思うし、実際にハードな描写が多い作品じゃん  だからこそ反応が潔癖すぎて、ちょっと違和感を感じただけ  もちろん単なる妄想…というか類推だが、押し付けた訳でもなく、単に俺の考えとして書いただけだが、論拠が無ければ書き込みもできない掲示板になったのかな？ここ,2018/10/12 20:35:18
142,ID:eF+rJUYk0,昨日ニコ生でつくし卿がVR使って  お試し配信してたけどあれ凄いな,2018/10/12 20:35:32
143,ID:XsNAspCPr,ショタコンでもケモナーでもボ卿ナーでもないが、色んな価値観に寛容かつちょっと好きになれる  そんなアビスがぼくは好きです,2018/10/12 20:37:07
144,ID:J/Jdac+T0,少なくともオーゼンはアビス関係のバックボーンであってほしい,2018/10/12 20:41:20
